Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Staphylococcus aureus subsp. aureus str. Newman - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus str. Newman - ortholuge status	Staphylococcus aureus subsp. aureus str. Newman - ortholog NCBI RefSeq accession	Bacillus subtilis subsp. subtilis str. 168 - ortholog count (reference : comparison)	Bacillus subtilis subsp. subtilis str. 168 - ortholuge status	Bacillus subtilis subsp. subtilis str. 168 - ortholog NCBI RefSeq accession	Streptococcus pneumoniae D39 - ortholog count (reference : comparison)	Streptococcus pneumoniae D39 - ortholuge status	Streptococcus pneumoniae D39 - ortholog NCBI RefSeq accession
397672003	RVBD_0216	WP_003401224.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672004	RVBD_0217c	WP_003900831.1	esterase/lipase	4 to 1	RBB	WP_001030771.1	0	N/A		0	N/A	
397672005	RVBD_0218	WP_003911099.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_391082.1	0	N/A	
397672006	RVBD_0219	WP_003401230.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672007	RVBD_0220	WP_031647051.1	esterase/lipase	0	N/A		0	N/A		0	N/A	
397672008	RVBD_0221	WP_003900834.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A	
397672009	RVBD_0222	WP_003899864.1	enoyl-CoA hydratase	0	N/A		0	N/A		0	N/A	
397672010	RVBD_0223c	WP_003899865.1	aldehyde dehydrogenase	1 to 1	RBB	WP_001206093.1	0	N/A		6 to 1	RBB	YP_816479.1
397672011	RVBD_0224c	WP_003401240.1	methyltransferase	0	N/A		0	N/A		0	N/A	
397672012	RVBD_0225	WP_003401246.1	glycosyl transferase family protein	1 to 3	RBB	WP_001106738.1;WP_001106113.1;WP_000158433.1	1 to 1	RBB	NP_391454.1	1 to 1	RBB	YP_815837.1
397672013	RVBD_0226c	WP_003401250.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672014	RVBD_0227c	WP_016719572.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672015	RVBD_0228	WP_003911132.1	membrane acyltransferase	0	N/A		0	N/A		0	N/A	
397672017	RVBD_0229Ac	WP_003911072.1	antitoxin	0	N/A		0	N/A		0	N/A	
397672016	RVBD_0229c	WP_003911071.1	toxin	0	N/A		0	N/A		0	N/A	
397672018	RVBD_0230c	WP_003900835.1	phosphotriesterase	0	N/A		0	N/A		0	N/A	
397672019	RVBD_0231	WP_003401265.1	acyl-CoA dehydrogenase	0	N/A		0	N/A		0	N/A	
397672020	RVBD_0232	WP_003401268.1	TetR/AcrR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672021	RVBD_0233	WP_003911100.1	R2-like ligand binding oxidase	0	N/A		0	N/A		0	N/A	
397672022	RVBD_0234c	WP_003912534.1	succinate-semialdehyde dehydrogenase [NADP+] 1	0	N/A		0	N/A		6 to 1	RBB	YP_816479.1
397672023	RVBD_0235c	WP_003401279.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672025	RVBD_0236A	WP_003401289.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672024	RVBD_0236c	WP_031648576.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672026	RVBD_0237	WP_003401295.1	beta-glucosidase	0	N/A		1 to 1	SSD	NP_388047.1	0	N/A	
397672027	RVBD_0238	WP_003401297.1	TetR family transcriptional regulator	2 to 1	RBB	WP_000653261.1	1 to 1	RBB	NP_390733.1	0	N/A	
397672028	RVBD_0239	WP_003401300.1	antitoxin	0	N/A		0	N/A		0	N/A	
397672029	RVBD_0240	WP_003900837.1	toxin	0	N/A		0	N/A		0	N/A	
397672030	RVBD_0241c	WP_003401305.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672031	RVBD_0242c	WP_003899869.1	3-oxoacyl-ACP reductase	0	N/A		0	N/A		0	N/A	
397672032	RVBD_0243	WP_003401309.1	acetyl-CoA C-acetyltransferase	0	N/A		0	N/A		0	N/A	
397672033	RVBD_0244c	WP_003401312.1	acyl-CoA dehydrogenase fadE5	0	N/A		0	N/A		0	N/A	
397672034	RVBD_0245	WP_003401313.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672035	RVBD_0246	WP_003401317.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672036	RVBD_0247c	WP_003401319.1	succinate dehydrogenase and fumarate reductase iron-sulfur protein	0	N/A		0	N/A		0	N/A	
397672037	RVBD_0248c	WP_003401322.1	succinate dehydrogenase flavoprotein subunit	3 to 1	RBB	WP_000818278.1	0	N/A		0	N/A	
397672038	RVBD_0249c	WP_003401324.1	succinate dehydrogenase membrane anchor subunit	0	N/A		0	N/A		0	N/A	
397672039	RVBD_0250c	WP_003401329.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672040	RVBD_0251c	WP_003900838.1	heat shock protein hsp	0	N/A		0	N/A		0	N/A	
397672041	RVBD_0252	WP_031647055.1	nitrite reductase [NAD(P)H], large subunit	1 to 1	RBB	WP_001118726.1	1 to 2	RBB	NP_388212.1;NP_388214.2	3 to 1	RBB	YP_816764.1
397672042	RVBD_0253	WP_003401341.1	nitrite reductase [NAD(P)H], small subunit	0	N/A		0	N/A		0	N/A	
397672043	RVBD_0254c	WP_003899876.1	adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	0	N/A		0	N/A		0	N/A	
397672044	RVBD_0255c	WP_003899877.1	cobyric acid synthase	0	N/A		0	N/A		0	N/A	
397672045	RVBD_0256c	WP_003401347.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672046	RVBD_0257	WP_003906316.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672047	RVBD_0258c	WP_003401352.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672048	RVBD_0259c	WP_003916613.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672049	RVBD_0260c	WP_003401357.1	uroporphyrinogen-III synthase	0	N/A		1 to 1	RBB	NP_389105.1	0	N/A	
397672050	RVBD_0261c	WP_003401360.1	MFS transporter, NNP family, nitrate/nitrite transporter	0	N/A		0	N/A		0	N/A	
397672051	RVBD_0262c	WP_003899880.1	aminoglycoside 2'-N-acetyltransferase	0	N/A		0	N/A		0	N/A	
397672052	RVBD_0263c	WP_003401367.1	allophanate hydrolase	1 to 2	RBB	WP_000022323.1;WP_000023316.1	1 to 1	RBB	YP_054571.2	0	N/A	
397672053	RVBD_0264c	WP_003900840.1	hypothetical protein	1 to 2	RBB	WP_000708692.1;WP_000383180.1	1 to 1	RBB	NP_388290.2	0	N/A	
397672054	RVBD_0265c	WP_003401373.1	iron complex transporter substrate-binding protein	0	N/A		0	N/A		1 to 1	RBB	YP_816393.1
397672055	RVBD_0266c	WP_003899883.1	5-oxoprolinase	0	N/A		0	N/A		0	N/A	
397672056	RVBD_0267	WP_003401380.1	nitrite transporter	0	N/A		0	N/A		0	N/A	
397672057	RVBD_0268c	WP_003401383.1	prevent-host-death family protein	0	N/A		0	N/A		0	N/A	
397672058	RVBD_0269c	WP_003401386.1	DNA polymerase LigD, polymerase domain-containing protein	0	N/A		2 to 1	RBB	NP_389223.1	0	N/A	
397672059	RVBD_0270	WP_003899884.1	fatty-acyl-CoA synthase	0	N/A		0	N/A		9 to 1	RBB	YP_816422.1
397672060	RVBD_0271c	WP_003401392.1	acyl-CoA dehydrogenase fadE6	0	N/A		0	N/A		0	N/A	
397672061	RVBD_0272c	WP_003401394.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672062	RVBD_0273c	WP_003911139.1	transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672063	RVBD_0274	WP_003401399.1	glyoxalase/bleomycin resistance protein/dioxygenase	0	N/A		1 to 1	RBB	NP_391583.1	0	N/A	
397672064	RVBD_0275c	WP_016721211.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672065	RVBD_0276	WP_003401404.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672067	RVBD_0277Ac	WP_003900884.1	antitoxin	0	N/A		0	N/A		0	N/A	
397672066	RVBD_0277c	WP_003401406.1	toxin	0	N/A		0	N/A		0	N/A	
397672068	RVBD_0278c	WP_011961608.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397672070	RVBD_0279A	YP_006513605	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672069	RVBD_0279c	WP_014848096.1	WAG22 antigen	0	N/A		0	N/A		0	N/A	
397672071	RVBD_0280	WP_010886073.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672072	RVBD_0281	WP_003401448.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672073	RVBD_0282	WP_003911145.1	ESX-3 secretion system protein EccA3	0	N/A		3 to 1	RBB	NP_389624.2	0	N/A	
397672074	RVBD_0283	WP_003401472.1	ESX-3 secretion system protein eccB3	0	N/A		0	N/A		0	N/A	
397672075	RVBD_0284	WP_003916637.1	ESX-3 secretion system protein eccC3	5 to 1	RBB	WP_000549278.1	5 to 1	RBB	NP_391066.2	0	N/A	
397672076	RVBD_0285	WP_003401485.1	PE family protein	0	N/A		0	N/A		0	N/A	
397672077	RVBD_0286	WP_003401488.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672078	RVBD_0287	WP_003401503.1	esat-6 like protein EsxG	0	N/A		0	N/A		0	N/A	
397672079	RVBD_0288	WP_003401514.1	ESAT-6-like protein esxH	0	N/A		0	N/A		0	N/A	
397672080	RVBD_0289	WP_003401521.1	ESX-3 secretion-associated protein EspG3	0	N/A		0	N/A		0	N/A	
397672081	RVBD_0290	WP_003912574.1	ESX-3 secretion system protein eccD3	0	N/A		0	N/A		0	N/A	
397672082	RVBD_0291	WP_003401528.1	type VII secretion-associated serine protease mycosin	0	N/A		3 to 4	RBB	NP_388958.1;NP_389202.1;NP_389608.1;NP_391719.1	0	N/A	
397672083	RVBD_0292	WP_003916638.1	ESX-3 secretion system protein EccE3	0	N/A		0	N/A		0	N/A	
397672084	RVBD_0293c	WP_003898396.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672085	RVBD_0294	WP_003401538.1	trans-aconitate 2-methyltransferase	0	N/A		0	N/A		0	N/A	
397672086	RVBD_0295c	WP_003401540.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672087	RVBD_0296c	WP_003401544.1	sulfatase	0	N/A		0	N/A		0	N/A	
397672088	RVBD_0297	WP_010886074.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397672089	RVBD_0298	WP_003401555.1	antitoxin	0	N/A		0	N/A		0	N/A	
397672090	RVBD_0299	WP_003401560.1	toxin	0	N/A		0	N/A		0	N/A	
397672091	RVBD_0300	WP_003401563.1	antitoxin	0	N/A		0	N/A		0	N/A	
397672092	RVBD_0301	WP_003902648.1	toxin	0	N/A		0	N/A		0	N/A	
397672093	RVBD_0302	WP_003401571.1	TetR/AcrR family transcriptional regulator	0	N/A		1 to 1	RBB	NP_388552.1	0	N/A	
397672094	RVBD_0303	WP_003900117.1	light-dependent protochlorophyllide reductase	0	N/A		0	N/A		0	N/A	
397672095	RVBD_0304c	WP_031648500.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672096	RVBD_0305c	WP_009935618.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672097	RVBD_0306	WP_003401584.1	cob(II)yrinic acid a,c-diamide reductase	0	N/A		0	N/A		0	N/A	
397672098	RVBD_0307c	WP_003401589.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672099	RVBD_0308	WP_003401594.1	hypothetical protein	1 to 2	RBB	WP_000565820.1;WP_000084780.1	0	N/A		1 to 1	RBB	YP_815946.1
397672100	RVBD_0309	WP_003401597.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672101	RVBD_0310c	WP_003401601.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672102	RVBD_0311	WP_003898398.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672103	RVBD_0312	WP_003900119.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672104	RVBD_0313	WP_003401613.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672105	RVBD_0314c	WP_003902950.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672106	RVBD_0315	WP_003911156.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672107	RVBD_0316	WP_003401623.1	muconolactone delta-isomerase	0	N/A		0	N/A		0	N/A	
397672108	RVBD_0317c	WP_016719464.1	glycerophosphoryl diester phosphodiesterase	0	N/A		0	N/A		1 to 1	RBB	YP_816362.1
397672109	RVBD_0318c	WP_023641442.1	ZIP family zinc transporter	0	N/A		0	N/A		0	N/A	
397672110	RVBD_0319	WP_003401632.1	pyrrolidone-carboxylate peptidase	1 to 1	RBB	WP_000547833.1	1 to 1	RBB	NP_388147.1	1 to 1	RBB	YP_816243.1
397672111	RVBD_0320	WP_003401636.1	hypothetical protein	0	N/A		0	N/A		2 to 1	RBB	YP_817279.1
397672112	RVBD_0321	WP_003898399.1	deoxycytidine triphosphate deaminase	0	N/A		0	N/A		0	N/A	
397672113	RVBD_0322	WP_003898400.1	nucleotide sugar dehydrogenase	1 to 1	RBB	WP_000779497.1	1 to 3	RBB	NP_390964.1;NP_391438.1;NP_391504.1	1 to 2	RBB	YP_815662.1;YP_815841.1
397672114	RVBD_0323c	WP_003401643.1	hypothetical protein	2 to 1	RBB	WP_000129063.1	1 to 1	SSD	NP_390128.2	0	N/A	
397672115	RVBD_0324	WP_003906339.1	ArsR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672116	RVBD_0325	WP_003898401.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672117	RVBD_0326	WP_003898402.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672118	RVBD_0327c	WP_003401650.1	cytochrome P450 135A1 cyp135A1	0	N/A		0	N/A		0	N/A	
397672119	RVBD_0328	WP_003401651.1	TetR/AcrR family transcriptional regulator	0	N/A		1 to 1	RBB	NP_390841.1	0	N/A	
397672120	RVBD_0329c	WP_003401654.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_388299.1	0	N/A	
397672121	RVBD_0330c	WP_003401656.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672122	RVBD_0331	WP_003900904.1	oxidoreductase	1 to 1	RBB	WP_001033018.1	0	N/A		0	N/A	
397672123	RVBD_0332	WP_003911158.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672124	RVBD_0333	WP_003401666.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672125	RVBD_0334	WP_003401670.1	glucose-1-phosphate thymidylyltransferase	0	N/A		1 to 1	RBB	NP_391663.1	1 to 1	RBB	YP_815843.1
397672126	RVBD_0335c	WP_003904385.1	PE family protein	0	N/A		0	N/A		0	N/A	
397672127	RVBD_0336	WP_003906341.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672128	RVBD_0337c	WP_003401733.1	aminotransferase	0	N/A		1 to 1	RBB	NP_390118.1	1 to 1	RBB	YP_817213.1
397672129	RVBD_0338c	WP_003916653.1	oxidoreductase	0	N/A		1 to 1	SSD	NP_391599.1	0	N/A	
397672130	RVBD_0339c	WP_003401735.1	transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672131	RVBD_0340	WP_003401737.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672132	RVBD_0341	WP_003901837.1	isoniazid-inducible protein iniB	0	N/A		0	N/A		0	N/A	
397672133	RVBD_0342	WP_003911164.1	isoniazid-inducible protein iniA	0	N/A		0	N/A		0	N/A	
397672134	RVBD_0343	WP_003401747.1	isoniazid-inducible protein iniC	0	N/A		0	N/A		0	N/A	
397672135	RVBD_0344c	WP_003401751.1	lipoprotein LpqJ	0	N/A		0	N/A		0	N/A	
397672136	RVBD_0345	WP_003898408.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672137	RVBD_0346c	WP_003898409.1	L-asparagine permease 2	0	N/A		0	N/A		0	N/A	
397672138	RVBD_0347	WP_003401755.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672139	RVBD_0348	WP_003401756.1	transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672140	RVBD_0349	WP_003900125.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672141	RVBD_0350	WP_003401814.1	chaperone dnaK	1 to 1	RBB	WP_000034716.1	1 to 1	SSD	NP_390425.1	1 to 1	RBB	YP_815968.1
397672142	RVBD_0351	WP_003401817.1	protein grpE	1 to 1	RBB	WP_000182215.1	1 to 1	SSD	NP_390426.1	0	N/A	
397672143	RVBD_0352	WP_003401821.1	chaperone dnaJ 1	1 to 1	RBB	WP_001119021.1	0	N/A		0	N/A	
397672144	RVBD_0353	WP_003401823.1	MerR family transcriptional regulator, heat shock protein HspR	1 to 1	RBB	WP_031760852.1	1 to 2	RBB	NP_389214.1;NP_389627.1	1 to 1	RBB	YP_815955.1
397672145	RVBD_0354c	WP_003900910.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672146	RVBD_0355c	WP_003916655.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672147	RVBD_0356c	WP_003401827.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672148	RVBD_0357c	WP_003401829.1	adenylosuccinate synthetase	1 to 1	RBB	WP_000095327.1	1 to 1	SSD	NP_391922.1	1 to 1	RBB	YP_815439.1
397672149	RVBD_0358	WP_003401831.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672150	RVBD_0359	WP_003898413.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_391633.1	0	N/A	
397672151	RVBD_0360c	WP_003401852.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672152	RVBD_0361	WP_003401853.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672153	RVBD_0362	WP_003898415.1	magnesium transporter	1 to 1	RBB	WP_000062417.1	1 to 1	RBB	NP_389213.1	0	N/A	
397672154	RVBD_0363c	WP_003401856.1	fructose-bisphosphate aldolase	1 to 1	RBB	WP_001131841.1	1 to 2	RBB	NP_391593.1;NP_391846.1	1 to 1	RBB	YP_816028.1
397672155	RVBD_0364	WP_003401857.1	membrane-associated protein	1 to 1	RBB	WP_000435044.1	2 to 1	RBB	NP_389701.1	0	N/A	
397672156	RVBD_0365c	WP_003401858.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672157	RVBD_0366c	WP_003401859.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672158	RVBD_0367c	WP_003401860.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672159	RVBD_0368c	WP_003906353.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672160	RVBD_0369c	WP_003898417.1	membrane oxidoreductase	0	N/A		0	N/A		0	N/A	
397672161	RVBD_0370c	WP_003898418.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672162	RVBD_0371c	WP_003401864.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_391130.2	0	N/A	
397672163	RVBD_0372c	WP_003401865.1	xanthine dehydrogenase accessory factor	0	N/A		0	N/A		0	N/A	
397672164	RVBD_0373c	WP_003900133.1	carbon-monoxide dehydrogenase, large subunit	0	N/A		1 to 1	RBB	NP_391128.1	0	N/A	
397672165	RVBD_0374c	WP_003401867.1	carbon-monoxide dehydrogenase small subunit	0	N/A		1 to 1	RBB	NP_391127.1	0	N/A	
561108327	RVBD_0375c	WP_003898419.1	carbon-monoxide dehydrogenase medium subunit	0	N/A		0	N/A		0	N/A	
397672167	RVBD_0376c	WP_003401873.1	xanthine dehydrogenase accessory factor	0	N/A		1 to 1	RBB	NP_391131.1	0	N/A	
397672168	RVBD_0377	WP_003898421.1	LysR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672169	RVBD_0378	WP_003898422.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672170	RVBD_0379	WP_003401885.1	preprotein translocase subunit secE2	0	N/A		0	N/A		0	N/A	
397672171	RVBD_0380c	WP_003401887.1	methyltransferase	0	N/A		0	N/A		0	N/A	
397672172	RVBD_0381c	WP_003401890.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672173	RVBD_0382c	WP_003401894.1	orotate phosphoribosyltransferase	1 to 1	RBB	WP_001040245.1	1 to 1	SSD	NP_389439.1	1 to 1	RBB	YP_816106.1
397672174	RVBD_0383c	WP_003401897.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672175	RVBD_0384c	WP_003401905.1	chaperone ClpB	1 to 1	RBB	WP_000353955.1	0	N/A		2 to 1	RBB	YP_817407.1
397672176	RVBD_0385	WP_003401910.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672177	RVBD_0386	WP_003401912.1	LuxR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672178	RVBD_0387c	WP_003401914.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672179	RVBD_0389	WP_003898427.1	phosphoribosylglycinamide formyltransferase 2	0	N/A		1 to 1	RBB	NP_388105.1	0	N/A	
397672180	RVBD_0390	WP_003401921.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672181	RVBD_0391	WP_003401927.1	O-succinylhomoserine sulfhydrylase	0	N/A		0	N/A		0	N/A	
397672182	RVBD_0392c	WP_003916664.1	NADH dehydrogenase	2 to 1	RBB	WP_000046076.1	2 to 2	RBB	NP_389111.1;NP_391090.1	0	N/A	
397672183	RVBD_0393	WP_003401938.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672184	RVBD_0394c	WP_003401942.1	secreted protein	0	N/A		0	N/A		0	N/A	
397672185	RVBD_0395	WP_003916657.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672186	RVBD_0396	WP_003401950.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672187	RVBD_0397	WP_003401960.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672188	RVBD_0397A	WP_003898430.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672189	RVBD_0398c	WP_003401963.1	secreted protein	0	N/A		0	N/A		0	N/A	
397672190	RVBD_0399c	WP_003898432.1	lipoprotein LpqK	0	N/A		0	N/A		0	N/A	
397672191	RVBD_0400c	WP_003401972.1	glutaryl-CoA dehydrogenase	3 to 1	RBB	WP_000142189.1	0	N/A		0	N/A	
397672192	RVBD_0401	WP_003401978.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672193	RVBD_0402c	WP_003898435.1	transmembrane transporter mmpL1	0	N/A		9 to 1	RBB	NP_388446.1	0	N/A	
397672194	RVBD_0403c	WP_003402074.1	membrane protein mmpS1	0	N/A		0	N/A		0	N/A	
397672195	RVBD_0404	WP_003900139.1	fatty-acid-CoA ligase FadD30	0	N/A		0	N/A		0	N/A	
397672196	RVBD_0405	WP_003911169.1	polyketide synthase 12	6 to 1	RBB	WP_000047348.1	0	N/A		7 to 1	RBB	YP_815893.1
397672197	RVBD_0406c	WP_003911199.1	beta lactamase like protein	0	N/A		1 to 1	RBB	NP_389789.1	1 to 1	RBB	YP_816554.1
397672198	RVBD_0407	WP_003898438.1	F420-dependent glucose-6-phosphate dehydrogenase	0	N/A		0	N/A		0	N/A	
397672199	RVBD_0408	WP_003898439.1	phosphate acetyltransferase	1 to 1	RBB	WP_000774281.1	1 to 1	RBB	NP_391646.1	1 to 1	RBB	YP_816461.1
397672200	RVBD_0409	WP_003402097.1	acetate kinase	1 to 1	RBB	WP_000040069.1	1 to 1	RBB	NP_390825.1	1 to 1	RBB	YP_817260.1
397672201	RVBD_0410c	WP_003402100.1	serine/threonine protein kinase	0	N/A		0	N/A		0	N/A	
397672202	RVBD_0411c	WP_003900142.1	polar amino acid transporter substrate-binding protein	1 to 1	RBB	WP_000649907.1	1 to 1	RBB	NP_390621.1	1 to 1	RBB	YP_816032.1
397672203	RVBD_0412c	WP_003911172.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672204	RVBD_0413	WP_003898441.1	7,8-dihydro-8-oxoguanine-triphosphatase	0	N/A		1 to 1	RBB	NP_391358.1	0	N/A	
397672205	RVBD_0414c	WP_003402115.1	thiamine-phosphate pyrophosphorylase	1 to 1	RBB	WP_000483153.1	1 to 1	SSD	NP_391708.1	1 to 2	RBB	YP_816120.1;YP_816127.1
397672206	RVBD_0415	WP_003402118.1	glycine oxidase ThiO	0	N/A		1 to 1	RBB	NP_389049.1	0	N/A	
397672207	RVBD_0416	WP_003402121.1	thiamine biosynthesis protein ThiS	0	N/A		0	N/A		0	N/A	
397672208	RVBD_0417	WP_003916659.1	thiazole synthase	0	N/A		1 to 1	RBB	NP_389051.1	0	N/A	
397672209	RVBD_0418	WP_003402133.1	aminopeptidase	0	N/A		1 to 1	SSD	NP_391726.1	0	N/A	
397672210	RVBD_0419	WP_003916669.1	aminopeptidase	0	N/A		0	N/A		0	N/A	
397672211	RVBD_0420c	WP_003402143.1	transmembrane protein	0	N/A		0	N/A		0	N/A	
397672212	RVBD_0421c	WP_003402145.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672213	RVBD_0422c	WP_003898443.1	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	1 to 2	RBB	WP_001185459.1;WP_000594959.1	1 to 2	RBB	NP_389053.1;NP_391681.1	1 to 1	RBB	YP_816128.1
397672214	RVBD_0423c	WP_003900143.1	phosphomethylpyrimidine synthase	0	N/A		1 to 1	SSD	NP_388759.2	0	N/A	
397672215	RVBD_0424c	WP_003898444.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672216	RVBD_0425c	WP_003911174.1	HAD ATPase, P-type, family IC	0	N/A		0	N/A		0	N/A	
397672217	RVBD_0426c	WP_003402171.1	transmembrane protein	0	N/A		0	N/A		0	N/A	
397672218	RVBD_0427c	WP_031351974.1	exodeoxyribonuclease III (xth)	0	N/A		1 to 1	RBB	NP_391968.1	0	N/A	
397672219	RVBD_0428c	WP_003900144.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672220	RVBD_0429c	WP_003402185.1	peptide deformylase	1 to 2	RBB	WP_000957036.1;WP_000985293.1	1 to 1	RBB	NP_389454.1	1 to 2	RBB	YP_816751.1;YP_816841.1
397672221	RVBD_0430	WP_003402188.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672222	RVBD_0431	WP_009938812.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672223	RVBD_0432	WP_003402198.1	superoxide dismutase	0	N/A		0	N/A		0	N/A	
397672224	RVBD_0433	WP_003900145.1	carboxylate-amine ligase	0	N/A		0	N/A		0	N/A	
397672225	RVBD_0434	WP_003900146.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672226	RVBD_0435c	WP_003402206.1	transitional endoplasmic reticulum ATPase	0	N/A		0	N/A		0	N/A	
397672227	RVBD_0436c	WP_003906370.1	CDP-diacylglycerol--serine O-phosphatidyltransferase	0	N/A		1 to 1	RBB	NP_388109.1	0	N/A	
397672228	RVBD_0437c	WP_003402216.1	phosphatidylserine decarboxylase proenzyme	0	N/A		0	N/A		0	N/A	
397672229	RVBD_0438c	WP_003898451.1	molybdopterin molybdenumtransferase 2	2 to 1	RBB	WP_000259718.1	1 to 1	RBB	NP_389311.1	0	N/A	
397672230	RVBD_0439c	WP_003402219.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672231	RVBD_0440	WP_003402236.1	chaperonin 1	1 to 1	RBB	WP_000240645.1	1 to 1	RBB	NP_388484.1	1 to 1	RBB	YP_817135.1
