Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128297	b0312	NP_414846.1	betaine aldehyde dehydrogenase, NAD-dependent	170532	Mycobacterium tuberculosis H37Rv	397672580	RVBD_0768	WP_003403919.1	aldehyde dehydrogenase	1	b2661[succinate-semialdehyde dehydrogenase I, NADP-dependent]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128297	b0312	NP_414846.1	betaine aldehyde dehydrogenase, NAD-dependent	170532	Mycobacterium tuberculosis H37Rv	397672010	RVBD_0223c	WP_003899865.1	aldehyde dehydrogenase	2	b2661[succinate-semialdehyde dehydrogenase I, NADP-dependent]	RVBD_0768[aldehyde dehydrogenase]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128299	b0314	NP_414848.1	choline transporter of high affinity	170532	Mycobacterium tuberculosis H37Rv	397672737	RVBD_0917	WP_003404749.1	betaine/carnitine/choline transporter (BCCT) family transporter				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128310	b0325	NP_414859.1	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	170532	Mycobacterium tuberculosis H37Rv	397674970	RVBD_3045	WP_003415965.1	NADP-dependent alcohol dehydrogenase C				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128318	b0333	NP_414867.1	2-methylcitrate synthase	170532	Mycobacterium tuberculosis H37Rv	397672966	RVBD_1131	WP_023637375.1	citrate synthase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128319	b0334	NP_414868.1	2-methylcitrate dehydratase	170532	Mycobacterium tuberculosis H37Rv	397672965	RVBD_1130	WP_003405907.1	2-methylcitrate dehydratase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	157783149	b0338	NP_414872.3	transcriptional activator of cyn operon; autorepressor	170532	Mycobacterium tuberculosis H37Rv	397671902	RVBD_0117	WP_003400857.1	oxidative stress response regulatory protein oxyS				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	49176012	b0345	NP_414879.3	DNA-binding transcriptional repressor	170532	Mycobacterium tuberculosis H37Rv	397675530	RVBD_3575c	WP_003419400.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111115	b0349	NP_414883.4	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	170532	Mycobacterium tuberculosis H37Rv	397675524	RVBD_3569c	WP_003419381.1	4,5-9,10-diseco-3-hydroxy-5,9, 17-trioxoandrosta-1(10),2-diene-4-oate hydrolase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111116	b0350	NP_414884.2	2-keto-4-pentenoate hydratase	170532	Mycobacterium tuberculosis H37Rv	397675490	RVBD_3536c	WP_003419252.1	2-keto-4-pentenoate hydratase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128336	b0351	NP_414885.1	acetaldehyde-CoA dehydrogenase II, NAD-binding	170532	Mycobacterium tuberculosis H37Rv	397675489	RVBD_3535c	WP_003419251.1	acetaldehyde dehydrogenase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128337	b0352	NP_414886.1	4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I	170532	Mycobacterium tuberculosis H37Rv	397675488	RVBD_3534c	WP_003419250.1	4-hydroxy-2-oxovalerate aldolase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128341	b0356	NP_414890.1	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase	170532	Mycobacterium tuberculosis H37Rv	397675012	RVBD_3086	WP_003416075.1	Rxyl_3153 family oxidoreductase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128341	b0356	NP_414890.1	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase	170532	Mycobacterium tuberculosis H37Rv	397672573	RVBD_0761c	WP_003403885.1	alcohol dehydrogenase B	1		RVBD_3086[Rxyl_3153 family oxidoreductase]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	162135894	b0357	NP_414891.4	regulator protein that represses frmRAB operon	170532	Mycobacterium tuberculosis H37Rv	397671976	RVBD_0190	WP_003401147.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	162135894	b0357	NP_414891.4	regulator protein that represses frmRAB operon	170532	Mycobacterium tuberculosis H37Rv	397672791	RVBD_0967	WP_003404935.1	copper-sensing transcriptional repressor CsoR	1		RVBD_0190[hypothetical protein]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128348	b0363	NP_414897.1	predicted glucosyltransferase	170532	Mycobacterium tuberculosis H37Rv	397675585	RVBD_3631	WP_003900725.1	transferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111121	b0364	NP_414898.4	conserved protein	170532	Mycobacterium tuberculosis H37Rv	397672114	RVBD_0323c	WP_003401643.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111121	b0364	NP_414898.4	conserved protein	170532	Mycobacterium tuberculosis H37Rv	397672914	RVBD_1082	WP_003405746.1	mycothiol conjugate amidase Mca	1		RVBD_0323c[hypothetical protein]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128353	b0368	NP_414902.1	taurine dioxygenase, 2-oxoglutarate-dependent	170532	Mycobacterium tuberculosis H37Rv	397675357	RVBD_3406	WP_003900050.1	taurine dioxygenase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111123	b0369	NP_414903.4	5-aminolevulinate dehydratase (porphobilinogen synthase)	170532	Mycobacterium tuberculosis H37Rv	397672310	RVBD_0512	WP_003914591.1	delta-aminolevulinic acid dehydratase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397675429	RVBD_3475	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674051	RVBD_2167c	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397673628	RVBD_1764	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397673987	RVBD_2106	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674169	RVBD_2279	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397675116	RVBD_3187	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397675271	RVBD_3326	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397673619	RVBD_1756c	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397675329	RVBD_3380c	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397675114	RVBD_3185	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674726	RVBD_2814c	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674382	RVBD_2479c	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674254	RVBD_2355	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397673214	RVBD_1369c	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674558	RVBD_2649	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128357	b0372	NP_414906.1	IS3 transposase B	170532	Mycobacterium tuberculosis H37Rv	397672610	RVBD_0796	WP_003899492.1	transposase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128361	b0376	NP_414910.1	penicillin-binding protein	170532	Mycobacterium tuberculosis H37Rv	397673591	RVBD_1730c	WP_003408499.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128366	b0381	NP_414915.1	D-alanine-D-alanine ligase A	170532	Mycobacterium tuberculosis H37Rv	397674902	RVBD_2981c	WP_003912011.1	D-alanine--D-alanine ligase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128371	b0386	NP_414920.1	pyrroline-5-carboxylate reductase, NAD(P)-binding	170532	Mycobacterium tuberculosis H37Rv	397672296	RVBD_0500	WP_003900159.1	pyrroline-5-carboxylate reductase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128384	b0399	NP_414933.1	DNA-binding response regulator in two-component regulatory system with PhoR (or CreC)	170532	Mycobacterium tuberculosis H37Rv	397672286	RVBD_0491	WP_003402393.1	sensory transduction protein regX3	1	b2079[DNA-binding response regulator in two-component regulatory system with BaeS]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128385	b0400	NP_414934.1	sensory histidine kinase in two-component regulatory system with PhoB	170532	Mycobacterium tuberculosis H37Rv	397672285	RVBD_0490	WP_003913928.1	sensor-like histidine kinase senX3				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128393	b0408	NP_414942.1	SecYEG protein translocase auxillary subunit	170532	Mycobacterium tuberculosis H37Rv	397674493	RVBD_2587c	WP_003413385.1	protein-export membrane protein secD				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128394	b0409	NP_414943.1	SecYEG protein translocase auxillary subunit	170532	Mycobacterium tuberculosis H37Rv	397674492	RVBD_2586c	WP_003899387.1	protein-export membrane protein secF				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128398	b0413	NP_414947.1	conserved protein	170532	Mycobacterium tuberculosis H37Rv	397674627	RVBD_2718c	WP_003413973.1	transcriptional repressor NrdR				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128399	b0414	NP_414948.1	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	170532	Mycobacterium tuberculosis H37Rv	397673254	RVBD_1409	WP_003898867.1	riboflavin biosynthesis protein RibD				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128400	b0415	NP_414949.1	riboflavin synthase beta chain	170532	Mycobacterium tuberculosis H37Rv	561108342	RVBD_1416	WP_003898872.1	6,7-dimethyl-8-ribityllumazine synthase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128401	b0416	NP_414950.1	transcription antitermination protein	170532	Mycobacterium tuberculosis H37Rv	397674439	RVBD_2533c	WP_003899364.1	transcription antitermination factor NusB				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128402	b0417	NP_414951.1	thiamin-monophosphate kinase	170532	Mycobacterium tuberculosis H37Rv	397674898	RVBD_2977c	WP_003415034.1	thiamine-monophosphate kinase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128405	b0420	NP_414954.1	1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring	170532	Mycobacterium tuberculosis H37Rv	397674591	RVBD_2682c	WP_003413891.1	1-deoxy-D-xylulose-5-phosphate synthase	1		RVBD_3379c[1-deoxy-D-xylulose-5-phosphate synthase]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128405	b0420	NP_414954.1	1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring	170532	Mycobacterium tuberculosis H37Rv	397675327	RVBD_3379c	WP_003417910.1	1-deoxy-D-xylulose-5-phosphate synthase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128407	b0422	NP_414956.1	exonuclease VII small subunit	170532	Mycobacterium tuberculosis H37Rv	397672941	RVBD_1107c	WP_003405844.1	exodeoxyribonuclease 7 small subunit				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128410	b0425	NP_414959.1	2-dehydropantoate reductase, NADPH-specific	170532	Mycobacterium tuberculosis H37Rv	397674479	RVBD_2573	WP_003915299.1	2-dehydropantoate 2-reductase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111132	b0426	NP_414960.2	Phi6 host factor; binds ATP and GTP	170532	Mycobacterium tuberculosis H37Rv	397672364	RVBD_0566c	WP_003402987.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128413	b0428	NP_414962.1	protoheme IX farnesyltransferase	170532	Mycobacterium tuberculosis H37Rv	397673299	RVBD_1451	WP_003898882.1	protoheme IX farnesyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128415	b0430	NP_414964.1	cytochrome o ubiquinol oxidase subunit III	170532	Mycobacterium tuberculosis H37Rv	397674078	RVBD_2193	WP_003411389.1	cytochrome c oxidase subunit III				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128416	b0431	NP_414965.1	cytochrome o ubiquinol oxidase subunit I	170532	Mycobacterium tuberculosis H37Rv	397674968	RVBD_3043c	WP_003415946.1	cytochrome c oxidase subunit I				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128421	b0436	NP_414970.1	peptidyl-prolyl cis/trans isomerase (trigger factor)	170532	Mycobacterium tuberculosis H37Rv	397674364	RVBD_2462c	WP_003899331.1	trigger factor				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128422	b0437	NP_414971.1	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	170532	Mycobacterium tuberculosis H37Rv	397674363	RVBD_2461c	WP_003918447.1	ATP-dependent Clp protease proteolytic subunit 1				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128423	b0438	NP_414972.1	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	170532	Mycobacterium tuberculosis H37Rv	397674359	RVBD_2457c	WP_003412634.1	ATP-dependent Clp protease ATP-binding subunit ClpX				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128425	b0440	NP_414974.1	HU, DNA-binding transcriptional regulator, beta subunit	170532	Mycobacterium tuberculosis H37Rv	397674907	RVBD_2986c	WP_003415107.1	DNA-binding protein HU-beta				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111137	b0447	NP_414981.4	predicted DNA-binding transcriptional regulator	170532	Mycobacterium tuberculosis H37Rv	397674690	RVBD_2779c	WP_003899476.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128433	b0448	NP_414982.1	fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components	170532	Mycobacterium tuberculosis H37Rv	397671981	RVBD_0194	WP_003911097.1	ATP-binding cassette, subfamily C				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128435	b0450	NP_414984.1	nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB	170532	Mycobacterium tuberculosis H37Rv	397674837	RVBD_2919c	WP_003414756.1	nitrogen regulatory protein P-II				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128436	b0451	NP_414985.1	ammonium transporter	170532	Mycobacterium tuberculosis H37Rv	397674838	RVBD_2920c	WP_003913414.1	ammonium transporter				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128437	b0452	NP_414986.1	acyl-CoA thioesterase II	170532	Mycobacterium tuberculosis H37Rv	397674512	RVBD_2605c	WP_003413466.1	acyl-CoA thioesterase II				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128448	b0464	NP_414997.1	DNA-binding transcriptional repressor	170532	Mycobacterium tuberculosis H37Rv	397672093	RVBD_0302	WP_003401571.1	TetR/AcrR family transcriptional regulator				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128449	b0465	NP_414998.1	fused conserved protein	170532	Mycobacterium tuberculosis H37Rv	397674335	RVBD_2434c	WP_003900521.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128453	b0469	NP_415002.1	adenine phosphoribosyltransferase	170532	Mycobacterium tuberculosis H37Rv	397674490	RVBD_2584c	WP_009936220.1	adenine phosphoribosyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128454	b0470	NP_415003.1	DNA polymerase III/DNA elongation factor III, tau and gamma subunits	170532	Mycobacterium tuberculosis H37Rv	397675678	RVBD_3721c	WP_003420417.1	DNA polymerase III subunit gamma/tau				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128456	b0472	NP_415005.1	gap repair protein	170532	Mycobacterium tuberculosis H37Rv	397675672	RVBD_3715c	WP_003420407.1	recombination protein recR				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128457	b0473	NP_415006.1	molecular chaperone HSP90 family	170532	Mycobacterium tuberculosis H37Rv	397674189	RVBD_2299c	WP_003411855.1	chaperone htpG				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128458	b0474	NP_415007.1	adenylate kinase	170532	Mycobacterium tuberculosis H37Rv	397672542	RVBD_0733	WP_003403726.1	adenylate kinase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128460	b0476	NP_415009.1	acetyl esterase	170532	Mycobacterium tuberculosis H37Rv	397674889	RVBD_2970c	WP_003415015.1	esterase/lipase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128460	b0476	NP_415009.1	acetyl esterase	170532	Mycobacterium tuberculosis H37Rv	397672004	RVBD_0217c	WP_003900831.1	esterase/lipase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128460	b0476	NP_415009.1	acetyl esterase	170532	Mycobacterium tuberculosis H37Rv	397673245	RVBD_1400c	WP_003407279.1	lipase lipH	3		RVBD_2970c[esterase/lipase];RVBD_0217c[esterase/lipase];RVBD_1399c[lipase lipH]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128460	b0476	NP_415009.1	acetyl esterase	170532	Mycobacterium tuberculosis H37Rv	397673244	RVBD_1399c	WP_003407276.1	lipase lipH				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128462	b0478	NP_415011.1	predicted transporter with NAD(P)-binding Rossmann-fold domain	170532	Mycobacterium tuberculosis H37Rv	397675177	RVBD_3236c	WP_003416933.1	CPA2 family monovalent cation:H+ antiporter-2				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128465	b0481	NP_415014.1	conserved protein	170532	Mycobacterium tuberculosis H37Rv	397675165	RVBD_3224B	WP_003416902.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128468	b0484	NP_415017.1	copper transporter	170532	Mycobacterium tuberculosis H37Rv	397671887	RVBD_0103c	WP_009935939.1	cation-transporting P-type ATPase B				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128468	b0484	NP_415017.1	copper transporter	170532	Mycobacterium tuberculosis H37Rv	397672793	RVBD_0969	WP_003912985.1	heavy metal translocating P-type ATPase	2		RVBD_0103c[cation-transporting P-type ATPase B];RVBD_0092[cation-transporting P-type ATPase A]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128468	b0484	NP_415017.1	copper transporter	170532	Mycobacterium tuberculosis H37Rv	397671876	RVBD_0092	WP_003899808.1	cation-transporting P-type ATPase A				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128471	b0487	NP_415020.1	DNA-binding transcriptional activator of copper-responsive regulon genes	170532	Mycobacterium tuberculosis H37Rv	397675280	RVBD_3334	WP_003900026.1	MerR family transcriptional regulator				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16128473	b0489	NP_415022.1	multicopy suppressor of ftsH htpX double mutant; membrane-anchored predicted protease with C-terminal cytoplasmic PHB domain	170532	Mycobacterium tuberculosis H37Rv	397673337	RVBD_1488	WP_003407571.1	hypothetical protein				
