Escherichia coli str. K-12 substr. MG1655 - GI (Reference)	Escherichia coli str. K-12 substr. MG1655 - Locus Tag (Reference)	Escherichia coli str. K-12 substr. MG1655 - NCBI RefSeq Accession (Reference)	Escherichia coli str. K-12 substr. MG1655 - Description (Reference)	Mycobacterium tuberculosis H37Rv - ortholog count (reference : comparison)	Mycobacterium tuberculosis H37Rv - ortholuge status	Mycobacterium tuberculosis H37Rv - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Mycobacterium intracellulare ATCC 13950 - ortholog count (reference : comparison)	Mycobacterium intracellulare ATCC 13950 - ortholuge status	Mycobacterium intracellulare ATCC 13950 - ortholog NCBI RefSeq accession	Mycobacterium abscessus ATCC 19977 - ortholog count (reference : comparison)	Mycobacterium abscessus ATCC 19977 - ortholuge status	Mycobacterium abscessus ATCC 19977 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus N315 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus N315 - ortholuge status	Staphylococcus aureus subsp. aureus N315 - ortholog NCBI RefSeq accession	Mycobacterium marinum M - ortholog count (reference : comparison)	Mycobacterium marinum M - ortholuge status	Mycobacterium marinum M - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Mycobacterium avium 104 - ortholog count (reference : comparison)	Mycobacterium avium 104 - ortholuge status	Mycobacterium avium 104 - ortholog NCBI RefSeq accession	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog count (reference : comparison)	Mycobacterium avium subsp. paratuberculosis K-10 - ortholuge status	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog NCBI RefSeq accession	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog count (reference : comparison)	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholuge status	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog NCBI RefSeq accession	Enterococcus faecium Aus0004 - ortholog count (reference : comparison)	Enterococcus faecium Aus0004 - ortholuge status	Enterococcus faecium Aus0004 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholuge status	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog NCBI RefSeq accession	Acinetobacter baumannii AYE - ortholog count (reference : comparison)	Acinetobacter baumannii AYE - ortholuge status	Acinetobacter baumannii AYE - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholuge status	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog NCBI RefSeq accession	Enterobacter cloacae subsp. cloacae ATCC 13047 - ortholog count (reference : comparison)	Enterobacter cloacae subsp. cloacae ATCC 13047 - ortholuge status	Enterobacter cloacae subsp. cloacae ATCC 13047 - ortholog NCBI RefSeq accession
16128534	b0551	NP_415083.1	DLP12 prophage; predicted antitermination protein	0	N/A		1 to 1	RBB	YP_005238303	0	N/A		0	N/A		1 to 1	RBB	NP_461182.1	0	N/A		0	N/A		1 to 1	RBB	YP_002386237	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128535	b0552	NP_415084.1	IS5 transposase and trans-activator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 9	RBB	YP_499334.1	11 to 1	RBB	YP_003610907
16128537	b0554	NP_415086.1	DLP12 prophage; predicted phage lysis protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002386239	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128538	b0555	NP_415087.1	DLP12 prophage; predicted lysozyme	0	N/A		2 to 1	RBB	YP_005238721;YP_005236758	0	N/A		0	N/A		2 to 1	RBB	NP_460003.1;NP_461548.1	0	N/A		0	N/A		1 to 1	RBB	YP_002386240	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 3	RBB	YP_003611829;YP_003613692;YP_003614055
16128539	b0556	NP_415088.1	DLP12 prophage; predicted murein endopeptidase	0	N/A		2 to 1	RBB	YP_005238004;YP_005236759	0	N/A		0	N/A		2 to 1	RBB	NP_460004.1;NP_459885.1	0	N/A		0	N/A		1 to 1	RBB	YP_002386241	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 3	RBB	YP_003611830;YP_003613691;YP_003614054
16128540	b0557	NP_415089.1	DLP12 prophage; predicted lipoprotein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002386242	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
90111149	b0558	NP_415090.2	DLP12 prophage; predicted protein	0	N/A		1 to 3	RBB	YP_005237806	0	N/A		0	N/A		1 to 3	RBB	NP_460812.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 3	RBB	WP_004224558.1	0	N/A		0	N/A		0	N/A		0	N/A	
16128542	b0559	NP_415091.1	DLP12 prophage; predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128543	b0560	NP_415092.1	DLP12 prophage; DNA packaging protein	0	N/A		2 to 1	RBB	YP_005237037;YP_005238718	0	N/A		0	N/A		1 to 1	RBB	NP_461545.1	0	N/A		0	N/A		2 to 1	RBB	YP_002387021;YP_002386243	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128547	b0564	NP_415096.1	DNA-binding global transcriptional activator; DLP12 prophage	2 to 5	RBB	WP_003416068.1;WP_003407264.1	1 to 2	RBB	YP_005238984	0	N/A		0	N/A		1 to 2	RBB	NP_461796.1	0	N/A		5 to 1	RBB	YP_001084562;YP_001085785;YP_001084785;YP_001085419;YP_001085859	0	N/A		0	N/A		0	N/A		4 to 3	RBB	WP_003139609.1;WP_003098298.1;WP_004364972.1;WP_003138428.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		4 to 4	RBB	WP_001013804.1;WP_000705524.1;WP_000187151.1;WP_000085721.1	0	N/A		0	N/A	
16128548	b0565	NP_415097.1	DLP12 prophage; outer membrane protease VII (outer membrane protein 3b)	0	N/A		1 to 1	Non-SSD	YP_005238480	0	N/A		0	N/A		1 to 1	Non-SSD	NP_461336.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003612613
16128549	b0566	NP_415098.1	DNA-binding transcriptional activator of porin biosynthesis	2 to 5	RBB	WP_003416068.1;WP_003407264.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002386014	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128550	b0567	NP_415099.1	predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002386015	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128551	b0568	NP_415100.1	"bacteriophage N4 receptor, outer membrane subunit"	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_253356.1	0	N/A		1 to 1	RBB	YP_002386016	0	N/A		0	N/A		1 to 1	RBB	WP_004355240.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128552	b0569	NP_415101.1	"bacteriophage N4 receptor, inner membrane subunit"	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002386017	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128553	b0570	NP_415102.1	"sensory histidine kinase in two-component regulatory system with CusR, senses copper ions"	0	N/A		1 to 1	RBB	YP_005236264	1 to 1	RBB	WP_014383651.1	0	N/A		1 to 1	RBB	NP_459553.1	1 to 1	RBB	NP_251500.1	1 to 1	SSD	YP_001085945	1 to 1	RBB	YP_002386024	0	N/A		1 to 2	RBB	WP_012396470.1	1 to 1	RBB	WP_003138769.1	0	N/A		2 to 1	RBB	WP_003876977.1	1 to 1	RBB	YP_889240.1	1 to 2	RBB	WP_002296820.1	1 to 1	SSD	WP_014908043.1	0	N/A		1 to 1	SSD	WP_000149046.1	0	N/A		1 to 2	RBB	YP_003612459;YP_003615371
16128554	b0571	NP_415103.1	DNA-binding response regulator in two-component regulatory system with CusS	5 to 1	RBB	WP_003916757.1;WP_009935658.1;WP_003915456.1;WP_003405328.1;WP_003420552.1	0	N/A		5 to 2	RBB	WP_036390313.1;WP_014379067.1;WP_008263107.1;WP_008254065.1;WP_009954125.1	4 to 2	RBB	YP_001701702;YP_001703316;YP_001701820;YP_001701425	0	N/A		1 to 1	SSD	NP_251499.1	1 to 2	SSD	YP_001085944	1 to 1	RBB	YP_002386025	0	N/A		5 to 2	RBB	WP_041325014.1;WP_020726518.1;WP_012396471.1;WP_012396079.1;WP_012396010.1	1 to 1	RBB	WP_003108949.1	2 to 5	RBB	WP_003876976.1;WP_003875752.1;WP_003872891.1;WP_003872811.1;WP_009975275.1	2 to 5	RBB	WP_003876976.1;WP_010948903.1;WP_003872891.1;WP_003872811.1;WP_009975275.1	2 to 5	RBB	YP_884659.1;YP_887235.1;YP_889241.1;YP_889726.1;YP_889895.1	0	N/A		0	N/A		1 to 2	RBB	YP_001575239	1 to 1	SSD	WP_001221580.1	1 to 2	RBB	YP_499946.1	1 to 2	RBB	YP_003612460;YP_003615370
16128555	b0572	NP_415104.1	"copper/silver efflux system, outer membrane component"	0	N/A		1 to 1	Borderline-SSD	YP_005236024	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_459345.2	2 to 1	RBB	NP_253287.1;NP_249118.1	1 to 1	SSD	YP_001085752	1 to 1	RBB	YP_002386026	0	N/A		0	N/A		2 to 1	RBB	WP_003116284.1;WP_003084633.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012737332.1	0	N/A		2 to 1	RBB	WP_000045119.1;WP_001174793.1	0	N/A		1 to 1	RBB	YP_003612461
16128556	b0573	NP_415105.1	periplasmic copper- and silver-binding protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001085938	1 to 1	RBB	YP_002386027	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012737331.1	0	N/A		0	N/A		0	N/A		1 to 2	RBB	YP_003612462;YP_003615365
16128557	b0574	NP_415106.1	"copper/silver efflux system, membrane fusion protein"	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001085940	1 to 1	RBB	YP_002386028	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004186840.1	0	N/A		1 to 1	RBB	WP_001275655.1	0	N/A		1 to 2	RBB	YP_003612463;YP_003615364
16128558	b0575	NP_415107.1	"copper/silver efflux system, membrane component"	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_251210.1	1 to 1	RBB	YP_001085939	1 to 1	RBB	YP_002386029	0	N/A		0	N/A		1 to 1	RBB	WP_003138997.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014908044.1	0	N/A		1 to 1	RBB	WP_000353983.1	0	N/A		1 to 2	SSD	YP_003612464;YP_003615363
16128559	b0576	NP_415108.1	phenylalanine transporter	0	N/A		1 to 1	SSD	YP_005236271	0	N/A		0	N/A		1 to 1	SSD	NP_459560.1	0	N/A		1 to 2	RBB	YP_001086404	1 to 1	RBB	YP_002386030	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004151811.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003613654
16128560	b0577	NP_415109.1	"mechanosensitive channel protein, miniconductance"	0	N/A		1 to 1	SSD	YP_005236272	0	N/A		0	N/A		1 to 1	SSD	NP_459561.1	1 to 1	RBB	NP_252158.1	1 to 1	RBB	YP_001085108	1 to 1	RBB	YP_002386031	0	N/A		0	N/A		1 to 1	RBB	WP_003091979.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004142570.1	0	N/A		1 to 1	RBB	WP_000345328.1	0	N/A		1 to 1	SSD	YP_003613647
16128561	b0578	NP_415110.1	"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive"	0	N/A		1 to 1	SSD	YP_005236282	0	N/A		1 to 1	RBB	YP_001704040	1 to 1	SSD	NP_459570.1	0	N/A		1 to 1	RBB	YP_001085140	1 to 1	RBB	YP_002386032	1 to 1	RBB	WP_000069098.1	0	N/A		0	N/A		1 to 1	RBB	WP_011724491.1	0	N/A		0	N/A		1 to 1	RBB	WP_014387140.1	1 to 1	RBB	WP_004178896.1	1 to 1	RBB	YP_001576377	1 to 1	RBB	WP_000365034.1	1 to 1	RBB	YP_501288.1	1 to 1	RBB	YP_003613642
16128562	b0579	NP_415111.1	conserved protein	0	N/A		1 to 1	SSD	YP_005236283	0	N/A		0	N/A		1 to 1	SSD	NP_459571.1	0	N/A		1 to 1	RBB	YP_001085774	1 to 1	RBB	YP_002386033	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004142557.1	0	N/A		1 to 1	RBB	WP_001012951.1	0	N/A		1 to 1	RBB	YP_003613641
16128563	b0580	NP_415112.1	predicted inner membrane protein	0	N/A		1 to 1	RBB	YP_005236287	0	N/A		0	N/A		1 to 1	RBB	NP_459574.1	0	N/A		0	N/A		1 to 1	RBB	YP_002386034	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_002893037.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003613637
16128564	b0581	NP_415113.1	weak gamma-glutamyl:cysteine ligase	1 to 1	RBB	WP_003900145.1	1 to 1	SSD	YP_005236288	1 to 1	SSD	WP_008261359.1	1 to 1	RBB	YP_001704910	1 to 1	SSD	NP_459575.1	1 to 1	Non-SSD	NP_250871.1	0	N/A		1 to 1	RBB	YP_002386035	0	N/A		1 to 1	RBB	WP_020728028.1	1 to 1	RBB	WP_009315730.1	1 to 1	SSD	WP_015632730.1	1 to 1	SSD	WP_015632730.1	1 to 1	SSD	YP_885240.1	0	N/A		1 to 1	RBB	WP_004176954.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003613633
16128565	b0582	NP_415114.1	IS186 transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128566	b0583	NP_415115.1	phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
345452717	b0583	NP_415115.2	phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex	0	N/A		1 to 1	SSD	YP_005236289	1 to 1	RBB	WP_008258687.1	0	N/A		1 to 1	SSD	NP_459576.1	1 to 1	RBB	NP_249856.1	2 to 1	RBB	YP_001085587;YP_001085394	1 to 1	RBB	YP_002386038	0	N/A		0	N/A		1 to 1	RBB	WP_003082383.1	1 to 1	RBB	WP_011725616.1	1 to 1	RBB	WP_003875156.1	1 to 1	RBB	YP_886985.1	0	N/A		1 to 1	SSD	WP_004183335.1	0	N/A		1 to 1	RBB	WP_001093105.1	0	N/A		1 to 1	SSD	YP_003613603
16128567	b0584	NP_415116.1	iron-enterobactin outer membrane transporter	0	N/A		1 to 1	Borderline-SSD	YP_005236290	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_459577.1	1 to 1	RBB	NP_251378.1	1 to 1	RBB	YP_001084014	1 to 1	RBB	YP_002386039	0	N/A		0	N/A		1 to 1	RBB	WP_003138878.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012737617.1	0	N/A		1 to 1	SSD	WP_000044166.1	0	N/A		1 to 1	SSD	YP_003613602
16128568	b0585	NP_415117.1	enterobactin/ferric enterobactin esterase	0	N/A		1 to 1	SSD	YP_005236292	0	N/A		0	N/A		1 to 1	SSD	NP_459578.1	1 to 1	RBB	NP_251141.1	0	N/A		1 to 1	RBB	YP_002386040	0	N/A		0	N/A		1 to 1	RBB	WP_003139194.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012737618.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003613601
16128569	b0586	NP_415118.1	"enterobactin synthase multienzyme complex component, ATP-dependent"	2 to 1	RBB	WP_003899297.1;WP_003400794.1	1 to 1	SSD	YP_005236294	9 to 1	RBB	WP_014380391.1;WP_014379795.1;WP_014380014.1;WP_041787175.1;WP_014380392.1;WP_014379796.1;WP_009953336.1;WP_014380432.1;WP_014380277.1	7 to 1	RBB	YP_001704826;YP_001705413;YP_001704825;YP_001702983;YP_001704047;YP_001705412;YP_001702858	1 to 1	SSD	NP_459580.1	5 to 1	RBB	NP_251089.1;NP_251090.2;NP_251114.1;NP_252017.1;NP_251092.1	1 to 1	SSD	YP_001083204	1 to 1	RBB	YP_002386042	1 to 1	RBB	WP_000605281.1	14 to 1	RBB	WP_041325125.1;WP_041325322.1;WP_012394473.1;WP_012393124.1;WP_041325378.1;WP_041325252.1;WP_041325082.1;YP_001851551;WP_041325061.1;WP_012395257.1;WP_041324720.1;WP_012395307.1;WP_041325303.1;YP_001851552	5 to 1	RBB	WP_003139218.1;WP_011666645.1;WP_031656476.1;WP_003138271.1;WP_011666646.1	1 to 7	RBB	WP_011724535.1;WP_011724536.1;WP_011725225.1;WP_011725350.1;WP_033722729.1;WP_011725353.1;WP_011725354.1	1 to 5	RBB	WP_010949130.1;WP_010949191.1;NP_960804.1;NP_960805.1;NP_961107.1	1 to 6	RBB	YP_884439.1;YP_884813.1;YP_884815.1;YP_888016.1;YP_888782.1;YP_888783.1	1 to 1	RBB	WP_002288089.1	1 to 1	SSD	WP_012737619.1	1 to 1	RBB	YP_001574102	1 to 1	SSD	WP_001060991.1	1 to 1	RBB	YP_498743.1	1 to 1	SSD	YP_003613599
16128570	b0587	NP_415119.1	regulator of length of O-antigen component of lipopolysaccharide chains	0	N/A		1 to 1	RBB	YP_005236295	0	N/A		0	N/A		1 to 1	RBB	NP_459581.1	0	N/A		0	N/A		1 to 1	RBB	YP_002386043	0	N/A		0	N/A		1 to 1	RBB	WP_011666598.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003614651
16128571	b0588	NP_415120.1	iron-enterobactin transporter subunit	0	N/A		1 to 1	SSD	YP_005236296	1 to 1	RBB	WP_014380773.1	1 to 3	RBB	YP_001701301	1 to 1	SSD	NP_459582.1	1 to 1	RBB	NP_252847.1	1 to 3	RBB	YP_001085408	1 to 1	RBB	YP_002386044	1 to 1	SSD	WP_001080809.1	0	N/A		1 to 1	RBB	WP_003093530.1	1 to 1	RBB	WP_011725746.1	3 to 1	RBB	WP_003876873.1	1 to 1	SSD	YP_884434.1	1 to 1	RBB	WP_002293905.1	1 to 1	SSD	WP_002893737.1	1 to 1	SSD	YP_001574569	1 to 3	RBB	WP_000582117.1	1 to 1	RBB	YP_499211.1	1 to 1	SSD	YP_003613598
16128572	b0589	NP_415121.1	iron-enterobactin transporter subunit	0	N/A		1 to 1	SSD	YP_005236297	0	N/A		0	N/A		1 to 1	SSD	NP_459583.1	1 to 1	RBB	NP_252850.1	0	N/A		1 to 1	RBB	YP_002386045	0	N/A		0	N/A		1 to 1	RBB	WP_003119001.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004147521.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003613597
16128573	b0590	NP_415122.1	iron-enterobactin transporter subunit	0	N/A		1 to 1	SSD	YP_005236298	0	N/A		0	N/A		1 to 1	SSD	NP_459584.1	1 to 1	RBB	NP_252849.1	1 to 2	RBB	YP_001084815	1 to 1	RBB	YP_002386046	1 to 1	RBB	WP_000924990.1	0	N/A		1 to 1	RBB	WP_003137530.1	0	N/A		5 to 1	RBB	WP_019305717.1	1 to 1	RBB	YP_884433.1	0	N/A		1 to 1	SSD	WP_004176917.1	1 to 1	RBB	YP_001574041	0	N/A		1 to 1	RBB	YP_498673.1	1 to 1	SSD	YP_003613596
16128574	b0591	NP_415123.1	"enterobactin exporter, iron-regulated"	0	N/A		1 to 1	SSD	YP_005236299	0	N/A		1 to 1	RBB	YP_001701686	1 to 1	SSD	NP_459585.1	0	N/A		0	N/A		1 to 1	RBB	YP_002386047	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004147525.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003613595
16128575	b0592	NP_415124.1	iron-enterobactin transporter subunit	0	N/A		1 to 1	Borderline-SSD	YP_005236300	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_459586.1	1 to 1	RBB	NP_252848.1	0	N/A		1 to 1	RBB	YP_002386048	1 to 1	RBB	WP_000735038.1	0	N/A		1 to 1	RBB	WP_003093531.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012737621.1	2 to 1	RBB	YP_001576138;YP_001575894	0	N/A		2 to 1	RBB	YP_501016.1;YP_500729.1	1 to 1	SSD	YP_003613594
16128576	b0593	NP_415125.1	isochorismate synthase 1	1 to 1	RBB	WP_003416879.1	1 to 1	SSD	YP_005236301	1 to 1	SSD	WP_014380926.1	1 to 1	RBB	YP_001704265	1 to 1	SSD	NP_459587.1	1 to 1	RBB	NP_252921.1	2 to 1	RBB	YP_001085393;YP_001085600	1 to 1	RBB	YP_002386049	1 to 2	RBB	WP_000190622.1	1 to 1	RBB	WP_020727245.1	1 to 1	RBB	WP_003129314.1	1 to 1	SSD	WP_011725919.1	1 to 1	SSD	WP_003874611.1	1 to 1	RBB	YP_886291.1	0	N/A		1 to 1	SSD	WP_014907941.1	1 to 2	RBB	YP_001574889	1 to 1	RBB	WP_000983826.1	1 to 2	RBB	YP_499535.1	1 to 1	SSD	YP_003613593
16128577	b0594	NP_415126.1	"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex"	1 to 1	RBB	WP_003412282.1	1 to 1	SSD	YP_005236302	1 to 1	RBB	WP_014379792.1	1 to 1	RBB	YP_001702982	1 to 1	SSD	NP_459588.1	1 to 1	RBB	NP_252918.1	1 to 1	SSD	YP_001085402	1 to 1	RBB	YP_002386050	0	N/A		1 to 1	RBB	WP_012395312.1	2 to 1	RBB	WP_031632622.1;WP_003137468.1	1 to 1	RBB	WP_011724530.1	1 to 1	RBB	WP_031350824.1	1 to 1	RBB	YP_888788.1	0	N/A		1 to 1	SSD	WP_004183353.1	0	N/A		1 to 1	SSD	WP_000744369.1	0	N/A		1 to 1	SSD	YP_003613592
16128578	b0595	NP_415127.1	isochorismatase	0	N/A		1 to 1	SSD	YP_005236303	0	N/A		1 to 1	RBB	YP_001701050	1 to 1	SSD	NP_459589.1	2 to 1	RBB	NP_252902.1;NP_250593.1	1 to 1	RBB	YP_001085401	1 to 1	RBB	YP_002386051	1 to 1	RBB	WP_000088195.1	0	N/A		2 to 1	RBB	WP_003093625.1;WP_011666698.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004210873.1	1 to 1	RBB	YP_001576510	1 to 1	RBB	WP_001018265.1	1 to 1	RBB	YP_501430.1	1 to 1	SSD	YP_003613591
16128579	b0596	NP_415128.1	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	0	N/A		1 to 1	SSD	YP_005236304	0	N/A		1 to 1	RBB	YP_001701049	1 to 1	SSD	NP_459590.1	1 to 1	RBB	NP_254208.1	1 to 1	RBB	YP_001085598	1 to 1	RBB	YP_002386052	0	N/A		0	N/A		1 to 1	RBB	WP_003097046.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014907940.1	0	N/A		1 to 1	RBB	YP_001713763	0	N/A		1 to 1	SSD	YP_003613590
16128580	b0597	NP_415129.1	thioesterase required for efficient enterobactin production	1 to 2	RBB	WP_003899048.1	1 to 1	SSD	YP_005236305	1 to 2	RBB	WP_009956128.1	1 to 1	RBB	YP_001703153	1 to 1	SSD	NP_459591.1	1 to 2	RBB	NP_250309.1	0	N/A		1 to 1	RBB	YP_002386053	1 to 2	RBB	WP_000149295.1	1 to 2	RBB	WP_012394434.1	1 to 2	RBB	WP_003087490.1	2 to 1	RBB	WP_009976997.1	2 to 1	RBB	WP_003876525.1	2 to 1	RBB	YP_887931.1	0	N/A		1 to 1	RBB	WP_004178978.1	1 to 2	RBB	YP_001574804	0	N/A		1 to 2	RBB	YP_499434.1	1 to 1	RBB	YP_003613589
