Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog count (reference : comparison)	Mycobacterium avium subsp. paratuberculosis K-10 - ortholuge status	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus N315 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus N315 - ortholuge status	Staphylococcus aureus subsp. aureus N315 - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Mycobacterium abscessus ATCC 19977 - ortholog count (reference : comparison)	Mycobacterium abscessus ATCC 19977 - ortholuge status	Mycobacterium abscessus ATCC 19977 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Mycobacterium intracellulare ATCC 13950 - ortholog count (reference : comparison)	Mycobacterium intracellulare ATCC 13950 - ortholuge status	Mycobacterium intracellulare ATCC 13950 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Mycobacterium marinum M - ortholog count (reference : comparison)	Mycobacterium marinum M - ortholuge status	Mycobacterium marinum M - ortholog NCBI RefSeq accession	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog count (reference : comparison)	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholuge status	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession	Mycobacterium avium 104 - ortholog count (reference : comparison)	Mycobacterium avium 104 - ortholuge status	Mycobacterium avium 104 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholuge status	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholuge status	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog NCBI RefSeq accession	Acinetobacter baumannii AYE - ortholog count (reference : comparison)	Acinetobacter baumannii AYE - ortholuge status	Acinetobacter baumannii AYE - ortholog NCBI RefSeq accession	Enterococcus faecium Aus0004 - ortholog count (reference : comparison)	Enterococcus faecium Aus0004 - ortholuge status	Enterococcus faecium Aus0004 - ortholog NCBI RefSeq accession
397671818	RVBD_0038	WP_003901777.1	transcriptional regulator	1 to 1	RBB	YP_005239242	1 to 1	SSD	WP_003874756.1	0	N/A		1 to 1	RBB	NP_417423.4	1 to 1	RBB	NP_249096.1	1 to 1	SSD	YP_001705650	1 to 1	RBB	WP_003084577.1	1 to 1	RBB	NP_462012.1	1 to 1	SSD	WP_036396622.1	1 to 1	RBB	YP_001083386	1 to 1	SSD	WP_011738452.1	1 to 1	SSD	YP_891116.1	1 to 1	RBB	YP_002388420	1 to 1	SSD	WP_003874756.1	1 to 1	RBB	WP_014906937.1	0	N/A		0	N/A		1 to 1	RBB	WP_001979301.1	0	N/A	
397671819	RVBD_0039c	WP_003907179.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_003874755.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_008262622.1	0	N/A		1 to 1	RBB	WP_012392061.1	0	N/A		0	N/A		1 to 1	RBB	WP_003874755.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671820	RVBD_0040c	WP_003900793.1	secreted proline rich protein mtc28	0	N/A		1 to 1	SSD	WP_003874754.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001705646	0	N/A		0	N/A		1 to 1	SSD	WP_014378763.1	0	N/A		1 to 1	SSD	WP_012392062.1	1 to 1	RBB	YP_891114.1	0	N/A		1 to 1	SSD	WP_011723312.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671821	RVBD_0041	WP_003900794.1	leucyl-tRNA synthetase	1 to 1	RBB	YP_005236364	1 to 1	SSD	WP_003876813.1	1 to 1	RBB	WP_001108730.1	1 to 1	RBB	NP_415175.1	1 to 1	SSD	NP_252676.1	1 to 1	SSD	YP_001705645	1 to 1	SSD	WP_003137700.1	1 to 1	SSD	NP_459640.1	1 to 1	SSD	WP_009954165.1	1 to 1	SSD	YP_001083597	1 to 1	SSD	WP_012392063.1	1 to 1	SSD	YP_891113.1	1 to 1	RBB	YP_002386097	1 to 1	SSD	WP_031344725.1	1 to 1	SSD	WP_041168982.1	1 to 1	RBB	YP_001575635	1 to 1	RBB	YP_500378.1	1 to 1	SSD	WP_000155773.1	1 to 1	RBB	WP_014387138.1
397671822	RVBD_0042c	WP_003912416.1	MarR family transcriptional regulator	1 to 1	RBB	YP_005237434	1 to 1	SSD	WP_019305959.1	1 to 1	RBB	WP_001283444.1	0	N/A		1 to 1	RBB	NP_250294.1	1 to 1	RBB	YP_001704059	1 to 1	RBB	WP_003087460.1	1 to 1	RBB	NP_460507.1	1 to 1	SSD	WP_009954167.1	0	N/A		1 to 1	SSD	WP_012392065.1	1 to 1	RBB	YP_891110.1	0	N/A		1 to 1	SSD	WP_009974218.1	0	N/A		1 to 1	RBB	YP_001574609	1 to 1	RBB	YP_499253.1	0	N/A		0	N/A	
397671823	RVBD_0043c	WP_003899786.1	GntR family transcriptional regulator	0	N/A		1 to 1	SSD	WP_003876820.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_008262639.1	0	N/A		1 to 1	SSD	WP_012392068.1	1 to 1	RBB	YP_891107.1	0	N/A		1 to 1	SSD	WP_011723317.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671824	RVBD_0044c	WP_003400486.1	oxidoreductase	0	N/A		1 to 1	Borderline-SSD	WP_003874746.1	0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	YP_001703748	0	N/A		0	N/A		1 to 1	SSD	WP_014378767.1	0	N/A		1 to 1	SSD	WP_012392069.1	1 to 1	SSD	YP_891106.1	0	N/A		1 to 1	SSD	WP_011723318.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671825	RVBD_0045c	WP_003400489.1	hydrolase	0	N/A		1 to 1	SSD	WP_003876821.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_009954177.1	0	N/A		1 to 1	SSD	WP_012392070.1	1 to 1	RBB	YP_891105.1	0	N/A		1 to 1	SSD	WP_011723319.1	1 to 2	RBB	WP_004174021.1	0	N/A		0	N/A		0	N/A		0	N/A	
397671826	RVBD_0046c	WP_003902822.1	inositol-3-phosphate synthase	0	N/A		1 to 1	SSD	WP_003874739.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001705629	0	N/A		0	N/A		1 to 1	SSD	WP_008262662.1	0	N/A		1 to 1	Borderline-SSD	WP_041325053.1	1 to 1	SSD	YP_891104.1	0	N/A		1 to 1	SSD	WP_011723324.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671827	RVBD_0047c	WP_003899787.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003874738.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001705628	0	N/A		0	N/A		1 to 1	SSD	WP_003874738.1	1 to 1	RBB	YP_001083219	1 to 1	SSD	WP_011738463.1	1 to 1	SSD	YP_891103.1	0	N/A		1 to 1	SSD	WP_003874738.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_001249720.1	0	N/A	
397671828	RVBD_0048c	WP_003907183.1	membrane protein	0	N/A		1 to 1	SSD	WP_003874737.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001705626	0	N/A		0	N/A		1 to 1	SSD	WP_009954186.1	0	N/A		1 to 1	SSD	WP_012392072.1	1 to 1	SSD	YP_891102.1	0	N/A		1 to 1	SSD	WP_009974233.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671829	RVBD_0049	WP_003400504.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_029244975.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001705624	0	N/A		0	N/A		1 to 1	SSD	WP_029384570.1	0	N/A		1 to 1	SSD	WP_012392073.1	1 to 1	SSD	YP_891101.1	0	N/A		1 to 1	SSD	WP_029244975.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671830	RVBD_0050	WP_003400507.1	peptidoglycan glycosyltransferase	1 to 1	RBB	YP_005235857	1 to 1	SSD	WP_010948714.1	1 to 1	RBB	WP_000138336.1	1 to 1	RBB	NP_414691.1	2 to 1	SSD	NP_253388.1	1 to 1	SSD	YP_001705623	2 to 1	SSD	WP_031627593.1	1 to 1	RBB	NP_459195.1	1 to 1	SSD	WP_014378775.1	1 to 1	RBB	YP_001085309	1 to 1	SSD	WP_041324184.1	1 to 1	SSD	YP_891100.1	1 to 1	RBB	YP_002385643	1 to 1	SSD	WP_011723325.1	1 to 1	RBB	WP_002889208.1	1 to 1	RBB	YP_001575277	1 to 1	RBB	YP_499985.1	1 to 1	RBB	WP_000667410.1	1 to 2	RBB	WP_002289606.1;WP_002285990.1
397671831	RVBD_0051	WP_003400514.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003874734.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001705622	0	N/A		0	N/A		1 to 1	SSD	WP_014378776.1	0	N/A		1 to 1	SSD	WP_012392075.1	1 to 1	SSD	YP_891099.1	0	N/A		1 to 1	SSD	WP_009974238.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
561108323	RVBD_0052	WP_003912418.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_010948715.1	0	N/A		0	N/A		0	N/A		1 to 2	Borderline-SSD	YP_001701689;YP_001703633	0	N/A		0	N/A		1 to 1	RBB	WP_009952125.1	0	N/A		1 to 1	RBB	WP_012392076.1	1 to 2	SSD	YP_885501.1;YP_887673.1	0	N/A		1 to 1	RBB	WP_009974240.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671833	RVBD_0053	WP_003400520.1	30S ribosomal protein S6	1 to 1	RBB	YP_005240706	1 to 1	SSD	WP_003874732.1	1 to 1	RBB	WP_001261460.1	1 to 1	RBB	NP_418621.5	1 to 1	RBB	NP_253622.1	1 to 1	SSD	YP_001705621	1 to 1	RBB	WP_003095636.1	1 to 1	RBB	NP_463252.1	1 to 1	Borderline-SSD	WP_007771721.1	1 to 1	RBB	YP_001085200	1 to 1	SSD	WP_011738469.1	1 to 1	SSD	YP_891097.1	1 to 1	RBB	YP_002389666	1 to 1	SSD	WP_003874732.1	1 to 1	RBB	WP_002885691.1	1 to 1	RBB	YP_001574296	1 to 1	RBB	YP_498937.1	1 to 1	RBB	WP_001216679.1	1 to 1	RBB	WP_002288366.1
397671834	RVBD_0054	WP_003400534.1	single-stranded DNA-binding protein	1 to 1	RBB	YP_005240549	1 to 1	SSD	WP_003874731.1	1 to 2	RBB	WP_000934799.1;WP_000934759.1	1 to 1	RBB	NP_418483.1	1 to 1	SSD	NP_252922.1	1 to 1	SSD	YP_001705620	1 to 1	Borderline-SSD	WP_003114685.1	1 to 1	RBB	NP_463121.1	1 to 1	SSD	WP_008262692.1	0	N/A		1 to 1	SSD	WP_012392077.1	1 to 1	Borderline-SSD	YP_891096.1	1 to 1	RBB	YP_002389531	0	N/A		1 to 1	RBB	WP_004151744.1	1 to 2	RBB	YP_001574297;YP_001575867	1 to 1	RBB	YP_498938.1	1 to 2	RBB	WP_001215080.1;WP_002014678.1	1 to 1	RBB	WP_002288368.1
397671835	RVBD_0055	WP_003400540.1	30S ribosomal protein S18 1	2 to 1	RBB	YP_005240708	1 to 1	SSD	WP_003874730.1	1 to 1	RBB	WP_000897044.1	2 to 1	RBB	NP_418623.1	2 to 1	SSD	NP_253621.1	1 to 1	SSD	YP_001705619	2 to 1	SSD	WP_003095634.1	2 to 1	RBB	NP_463254.1	1 to 1	SSD	WP_003874730.1	2 to 1	RBB	YP_001085201	1 to 1	SSD	WP_011738471.1	1 to 1	SSD	YP_891095.1	2 to 1	RBB	YP_002389668	1 to 1	SSD	WP_003874730.1	1 to 2	RBB	WP_000135199.1	1 to 1	RBB	YP_001574298	1 to 1	RBB	YP_498939.1	2 to 1	RBB	WP_000090661.1	1 to 1	RBB	WP_002288370.1
397671836	RVBD_0056	WP_003400543.1	50S ribosomal protein L9	1 to 1	RBB	YP_005240709	1 to 1	SSD	WP_010948716.1	1 to 1	RBB	WP_000864305.1	1 to 1	RBB	NP_418624.1	1 to 1	SSD	NP_253619.1	1 to 1	SSD	YP_001705618	1 to 1	SSD	WP_003095627.1	1 to 1	RBB	NP_463255.1	1 to 1	SSD	WP_008262694.1	1 to 1	RBB	YP_001085202	1 to 1	SSD	WP_012392078.1	1 to 1	SSD	YP_891094.1	1 to 1	RBB	YP_002389669	1 to 1	SSD	WP_009974245.1	1 to 1	RBB	WP_002886682.1	1 to 1	RBB	YP_001573940	1 to 1	RBB	YP_498623.1	1 to 1	RBB	WP_000382591.1	1 to 1	RBB	WP_002288372.1
397671837	RVBD_0057	WP_003900797.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671838	RVBD_0058	WP_003916208.1	replicative DNA helicase	1 to 1	RBB	YP_005240539	1 to 1	RBB	WP_010948717.1	1 to 1	RBB	WP_000375647.1	1 to 1	RBB	NP_418476.1	1 to 1	SSD	NP_253618.1	1 to 1	SSD	YP_001705617	1 to 2	SSD	WP_011666752.1;WP_003095622.1	1 to 1	RBB	NP_463111.1	1 to 1	RBB	WP_009952120.1	1 to 1	RBB	YP_001085204	1 to 1	RBB	WP_012392079.1	1 to 1	SSD	YP_891092.1	1 to 1	RBB	YP_002389523	1 to 1	RBB	WP_011723327.1	1 to 1	RBB	WP_002884942.1	1 to 1	RBB	YP_001573941	1 to 1	RBB	YP_498624.1	1 to 2	RBB	WP_000075891.1;WP_000065244.1	1 to 1	RBB	WP_002288373.1
397671839	RVBD_0059	WP_003400548.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671840	RVBD_0060	WP_003400551.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_250437.1	0	N/A		1 to 1	Non-SSD	WP_003087757.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671841	RVBD_0061Ac	YP_006513375	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_012395440.1;WP_012395441.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671842	RVBD_0062	WP_015456091.1	endoglucanase	0	N/A		1 to 1	Non-SSD	WP_010948802.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001705499	0	N/A		0	N/A		1 to 1	Borderline-SSD	WP_014378884.1	0	N/A		1 to 1	SSD	WP_012392110.1	1 to 1	RBB	YP_890960.1	0	N/A		1 to 1	Non-SSD	WP_023862022.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671843	RVBD_0063	WP_003901784.1	oxidoreductase	0	N/A		1 to 1	RBB	WP_003876834.1	0	N/A		0	N/A		0	N/A		2 to 1	RBB	YP_001703191	0	N/A		0	N/A		1 to 1	RBB	WP_009952095.1	0	N/A		1 to 1	RBB	WP_012392113.1	0	N/A		0	N/A		1 to 1	RBB	WP_009974267.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671844	RVBD_0064	WP_009937016.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671845	RVBD_0064A	WP_003400577.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671846	RVBD_0065	WP_003400580.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671847	RVBD_0066c	WP_003899797.1	isocitrate dehydrogenase	0	N/A		1 to 1	SSD	WP_003874464.1	0	N/A		0	N/A		1 to 1	RBB	NP_251314.1	1 to 1	RBB	YP_001704414	1 to 1	RBB	WP_003090437.1	0	N/A		1 to 1	SSD	WP_014381030.1	1 to 1	RBB	YP_001085497	1 to 1	SSD	WP_012392157.1	1 to 1	Borderline-SSD	YP_886031.1	0	N/A		1 to 2	RBB	WP_011725997.1;WP_011726464.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_000896677.1	0	N/A	
397671848	RVBD_0067c	WP_003400591.1	TetR family transcriptional regulator	0	N/A		1 to 1	Non-SSD	WP_003878000.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001701399	0	N/A		0	N/A		1 to 1	Non-SSD	WP_014381193.1	0	N/A		1 to 1	RBB	WP_020729224.1	1 to 1	RBB	YP_885281.1	0	N/A		1 to 1	Non-SSD	WP_011726143.1	1 to 1	RBB	WP_004179582.1	0	N/A		0	N/A		0	N/A		0	N/A	
397671849	RVBD_0068	WP_003912371.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		3 to 1	RBB	NP_253718.1	1 to 1	RBB	YP_001701395	3 to 1	RBB	WP_003095820.1	0	N/A		0	N/A		3 to 1	Non-SSD	YP_001083624	0	N/A		1 to 1	RBB	YP_885280.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		3 to 1	RBB	WP_000697823.1	0	N/A	
397671850	RVBD_0069c	WP_003400600.1	L-serine dehydratase	1 to 4	RBB	YP_005237767;YP_005238248;YP_005239090;YP_005239420	0	N/A		1 to 1	RBB	WP_000460421.1	1 to 3	RBB	NP_416328.1;NP_417277.1;YP_026204.1	1 to 2	RBB	NP_251133.1;NP_254066.1	0	N/A		1 to 2	RBB	WP_003139205.1;WP_003136285.1	1 to 4	RBB	NP_460782.1;NP_461141.1;NP_461891.1;NP_462154.1	0	N/A		1 to 1	RBB	YP_001084364	1 to 1	RBB	WP_012392203.1	1 to 1	Non-SSD	YP_887744.1	1 to 3	RBB	YP_002387299;YP_002388261;YP_002388596	0	N/A		2 to 1	RBB	WP_004151445.1;WP_014907009.1	1 to 1	RBB	YP_001576386	1 to 1	RBB	YP_501297.1	1 to 1	RBB	WP_000470954.1	1 to 1	RBB	WP_002294584.1
397671851	RVBD_0070c	WP_003899799.1	serine hydroxymethyltransferase 2	2 to 1	SSD	YP_005238660	0	N/A		2 to 1	RBB	WP_000120494.1	2 to 1	RBB	NP_417046.1	1 to 3	RBB	NP_251134.1;NP_253292.1;NP_254102.1	2 to 1	RBB	YP_001701978	1 to 3	RBB	WP_003162506.1;WP_003141578.1;WP_003117183.1	2 to 1	SSD	NP_461490.1	0	N/A		2 to 1	RBB	YP_001085332	1 to 1	RBB	WP_012392204.1	2 to 1	RBB	YP_889495.1	2 to 1	RBB	YP_002387988	0	N/A		1 to 2	RBB	WP_002914027.1	2 to 1	RBB	YP_001575979	2 to 1	RBB	YP_500830.1	2 to 1	RBB	WP_000457893.1	2 to 1	RBB	WP_002294099.1
397671852	RVBD_0071	WP_003913073.1	RNA-directed DNA polymerase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003099598.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		4 to 1	RBB	WP_004152765.1	0	N/A		0	N/A		0	N/A		1 to 3	RBB	WP_002298631.1;WP_002286940.1
397671853	RVBD_0072	WP_003400616.1	ABC transporter permease	0	N/A		0	N/A		1 to 1	RBB	WP_000477931.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012392212.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001574237	1 to 1	RBB	YP_498877.1	0	N/A		2 to 1	RBB	WP_002286061.1
397671854	RVBD_0073	WP_003899801.1	ABC transporter ATP-binding protein	0	N/A		2 to 1	RBB	WP_010950266.1	0	N/A		0	N/A		2 to 1	RBB	NP_253284.1	0	N/A		2 to 1	RBB	WP_003141570.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012392213.1	0	N/A		0	N/A		2 to 1	RBB	WP_009979025.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671855	RVBD_0074	WP_003400620.1	hypothetical protein	0	N/A		1 to 1	Non-SSD	WP_003874891.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_009954695.1	0	N/A		0	N/A		1 to 1	RBB	YP_884712.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671856	RVBD_0075	WP_003400622.1	cystathionine beta-lyase	2 to 1	RBB	YP_005237447	0	N/A		0	N/A		2 to 1	RBB	NP_416139.1	0	N/A		0	N/A		0	N/A		2 to 1	RBB	NP_460516.1	0	N/A		1 to 1	RBB	YP_001086428	0	N/A		0	N/A		2 to 1	RBB	YP_002387102	0	N/A		1 to 2	RBB	WP_014907668.1	0	N/A		0	N/A		1 to 1	RBB	WP_000143937.1	2 to 1	RBB	WP_002296072.1
397671857	RVBD_0076c	WP_003400629.1	membrane protein	0	N/A		1 to 1	RBB	WP_003878281.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014381536.1	0	N/A		1 to 1	RBB	WP_036451742.1	1 to 1	RBB	YP_884994.1	0	N/A		1 to 1	RBB	WP_003878281.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671858	RVBD_0077c	WP_003900801.1	oxidoreductase	0	N/A		1 to 1	SSD	WP_010950294.1	0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	YP_001700949	0	N/A		0	N/A		1 to 1	SSD	WP_009953162.1	0	N/A		1 to 1	RBB	WP_012392220.1	1 to 1	Non-SSD	YP_890971.1	0	N/A		1 to 1	SSD	WP_009979918.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671859	RVBD_0078	WP_003899803.1	transcriptional regulator	0	N/A		1 to 1	SSD	WP_003874308.1	0	N/A		0	N/A		1 to 1	RBB	NP_250960.1	1 to 1	RBB	YP_001705078	1 to 1	RBB	WP_003089292.1	0	N/A		1 to 1	SSD	WP_009953163.1	1 to 1	RBB	YP_001085704	1 to 1	SSD	WP_012392221.1	0	N/A		0	N/A		1 to 1	SSD	WP_003874308.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671860	RVBD_0078A	WP_003400645.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671861	RVBD_0078Bc	YP_006513395	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671862	RVBD_0079	WP_003400655.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_020725945.1	1 to 1	RBB	YP_888224.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671863	RVBD_0080	WP_003899804.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_889382.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671864	RVBD_0081	WP_003400657.1	ArsR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001703297	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012393480.1	1 to 1	Non-SSD	YP_890664.1	0	N/A		1 to 1	SSD	WP_024636871.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671865	RVBD_0082	WP_003400658.1	oxidoreductase	1 to 1	RBB	YP_005238951	0	N/A		0	N/A		1 to 2	RBB	NP_416984.1;NP_417199.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_461768.1	0	N/A		0	N/A		1 to 1	RBB	WP_012393481.1	0	N/A		1 to 2	RBB	YP_002387928;YP_002388176	1 to 1	RBB	WP_024636868.1	1 to 1	RBB	WP_002914891.1	0	N/A		0	N/A		0	N/A		0	N/A	
397671866	RVBD_0083	WP_003907280.1	oxidoreductase	1 to 1	SSD	YP_005238955	0	N/A		0	N/A		1 to 2	RBB	NP_416977.1;NP_417203.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_461772.1	1 to 1	RBB	WP_014380865.1	0	N/A		1 to 1	RBB	WP_012393482.1	0	N/A		1 to 2	RBB	YP_002387921;YP_002388180	1 to 1	RBB	WP_024636869.1	1 to 1	RBB	WP_014907036.1	0	N/A		0	N/A		0	N/A		0	N/A	
