Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Propionibacterium propionicum F0230a - ortholog count (reference : comparison)	Propionibacterium propionicum F0230a - ortholuge status	Propionibacterium propionicum F0230a - ortholog NCBI RefSeq accession	Pseudomonas stutzeri DSM 10701 - ortholog count (reference : comparison)	Pseudomonas stutzeri DSM 10701 - ortholuge status	Pseudomonas stutzeri DSM 10701 - ortholog NCBI RefSeq accession	Pseudomonas putida KT2440 - ortholog count (reference : comparison)	Pseudomonas putida KT2440 - ortholuge status	Pseudomonas putida KT2440 - ortholog NCBI RefSeq accession	Pseudomonas putida S16 - ortholog count (reference : comparison)	Pseudomonas putida S16 - ortholuge status	Pseudomonas putida S16 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PA7 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PA7 - ortholuge status	Pseudomonas aeruginosa PA7 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa DK2 - ortholog count (reference : comparison)	Pseudomonas aeruginosa DK2 - ortholuge status	Pseudomonas aeruginosa DK2 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Pseudomonas mendocina ymp - ortholog count (reference : comparison)	Pseudomonas mendocina ymp - ortholuge status	Pseudomonas mendocina ymp - ortholog NCBI RefSeq accession	Neisseria meningitidis MC58 - ortholog count (reference : comparison)	Neisseria meningitidis MC58 - ortholuge status	Neisseria meningitidis MC58 - ortholog NCBI RefSeq accession	Neisseria gonorrhoeae FA 1090 - ortholog count (reference : comparison)	Neisseria gonorrhoeae FA 1090 - ortholuge status	Neisseria gonorrhoeae FA 1090 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa NCGM2.S1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa NCGM2.S1 - ortholuge status	Pseudomonas aeruginosa NCGM2.S1 - ortholog NCBI RefSeq accession	Corynebacterium kroppenstedtii DSM 44385 - ortholog count (reference : comparison)	Corynebacterium kroppenstedtii DSM 44385 - ortholuge status	Corynebacterium kroppenstedtii DSM 44385 - ortholog NCBI RefSeq accession
397671850	RVBD_0069c	WP_003400600.1	L-serine dehydratase	1 to 1	RBB	WP_041697538.1	1 to 1	RBB	WP_014854091.1	1 to 3	RBB	NP_742464.1;NP_743148.1;NP_745288.1	1 to 3	RBB	WP_013970497.1;WP_044046902.1;WP_013972697.1	1 to 2	RBB	WP_033998040.1;WP_041025476.1	1 to 2	RBB	WP_003112071.1;WP_003111339.1	1 to 2	RBB	WP_003139205.1;WP_003136285.1	1 to 1	SSD	WP_003241279.1	1 to 1	RBB	NP_273268.1	1 to 1	RBB	YP_208804.1	1 to 2	RBB	WP_003112071.1;WP_003096698.1	1 to 1	SSD	WP_012731190.1
397671851	RVBD_0070c	WP_003899799.1	serine hydroxymethyltransferase 2	1 to 2	RBB	WP_014845794.1	1 to 2	RBB	WP_014854168.1	2 to 2	RBB	NP_742489.1;NP_742832.1	2 to 2	RBB	WP_013970518.1;WP_003256308.1	1 to 3	RBB	WP_012075621.1;WP_012077998.1;WP_012077340.1	2 to 2	SSD	WP_003116894.1;WP_003094846.1	1 to 3	RBB	WP_003162506.1;WP_003141578.1;WP_003117183.1	2 to 3	RBB	WP_003242705.1;WP_012017949.1;WP_004373724.1	2 to 1	SSD	NP_274089.1	2 to 1	SSD	YP_207979.1	1 to 3	RBB	WP_003094846.1;WP_003162506.1;WP_003117183.1	0	N/A	
397671852	RVBD_0071	WP_003913073.1	RNA-directed DNA polymerase	0	N/A		0	N/A		1 to 9	RBB	NP_742796.1;NP_743410.1;NP_743412.1;NP_743781.1;NP_744001.1;NP_745316.1;NP_745950.1;NP_745998.1;NP_746557.1	1 to 4	RBB	WP_041167347.1;YP_004700243;WP_004575621.1	0	N/A		1 to 2	RBB	WP_003116815.1	1 to 1	RBB	WP_003099598.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671853	RVBD_0072	WP_003400616.1	ABC transporter permease	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671854	RVBD_0073	WP_003899801.1	ABC transporter ATP-binding protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_003116280.1	2 to 1	RBB	WP_003141570.1	0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_003112804.1	0	N/A	
397671855	RVBD_0074	WP_003400620.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671856	RVBD_0075	WP_003400622.1	cystathionine beta-lyase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_041629434.1
397671857	RVBD_0076c	WP_003400629.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671858	RVBD_0077c	WP_003900801.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671859	RVBD_0078	WP_003899803.1	transcriptional regulator	0	N/A		1 to 1	RBB	WP_043942717.1	1 to 1	RBB	NP_746090.1	0	N/A		1 to 1	RBB	WP_003150295.1	1 to 1	RBB	WP_003113746.1	1 to 1	RBB	WP_003089292.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003089292.1	0	N/A	
397671860	RVBD_0078A	WP_003400645.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671861	RVBD_0078Bc	YP_006513395	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671862	RVBD_0079	WP_003400655.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671863	RVBD_0080	WP_003899804.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671864	RVBD_0081	WP_003400657.1	ArsR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671865	RVBD_0082	WP_003400658.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671866	RVBD_0083	WP_003907280.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671867	RVBD_0084	WP_003900802.1	formate hydrogenlyase hycD	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671868	RVBD_0085	WP_003400661.1	hydrogenase-4 component E	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671869	RVBD_0086	WP_003400662.1	hydrogenase-4 component F	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671870	RVBD_0087	WP_003400663.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671871	RVBD_0088	WP_003899806.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671872	RVBD_0089	WP_003400665.1	methyltransferase	1 to 1	RBB	WP_014847963.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_041025342.1	0	N/A		0	N/A		1 to 1	RBB	WP_041772856.1	0	N/A		0	N/A		0	N/A		0	N/A	
397671873	RVBD_0090	WP_003899807.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671874	RVBD_0090A	YP_006513408	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671875	RVBD_0091	WP_003913086.1	MTA/SAH nucleosidase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_273809.1	1 to 1	RBB	YP_207501.1	0	N/A		0	N/A	
397671876	RVBD_0092	WP_003899808.1	cation-transporting P-type ATPase A	1 to 2	RBB	WP_014845401.1	0	N/A		3 to 1	RBB	NP_742749.1	3 to 1	RBB	WP_013970735.1	0	N/A		0	N/A		0	N/A		3 to 1	RBB	WP_011920980.1	3 to 1	RBB	NP_274344.1	3 to 1	RBB	YP_207722.1	0	N/A		2 to 1	RBB	WP_012732639.1
397671877	RVBD_0093c	WP_003912510.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_041629148.1
397671878	RVBD_0094c	WP_023641254.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671879	RVBD_0095c	YP_006513413	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671880	RVBD_0096	WP_003400781.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671881	RVBD_0097	WP_003400786.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671882	RVBD_0098	WP_003899810.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671883	RVBD_0099	WP_003916215.1	long chain fatty acid CoA ligase FadD10	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671884	RVBD_0100	WP_003899811.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671885	RVBD_0101	WP_003400794.1	amino acid adenylation domain-containing protein	0	N/A		1 to 2	RBB	WP_014852842.1	0	N/A		0	N/A		1 to 1	RBB	WP_012075664.1	1 to 1	RBB	WP_014834001.1	1 to 2	RBB	WP_031656476.1;WP_011666646.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014603839.1	3 to 1	RBB	WP_012732424.1
397671886	RVBD_0102	WP_003900808.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_041629453.1
397671887	RVBD_0103c	WP_009935939.1	cation-transporting P-type ATPase B	1 to 2	RBB	WP_014845401.1	0	N/A		3 to 1	RBB	NP_742749.1	3 to 1	RBB	WP_013970735.1	0	N/A		0	N/A		0	N/A		3 to 1	RBB	WP_011920980.1	3 to 1	RBB	NP_274344.1	3 to 1	RBB	YP_207722.1	0	N/A		2 to 1	RBB	WP_012732639.1
397671888	RVBD_0104	WP_003899813.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012077461.1	1 to 1	RBB	WP_003095096.1	1 to 1	RBB	WP_003141662.1	1 to 1	RBB	WP_011921082.1	0	N/A		0	N/A		1 to 1	RBB	WP_003095096.1	0	N/A	
397671889	RVBD_0105c	WP_003400802.1	50S ribosomal protein L28	0	N/A		1 to 2	RBB	WP_014854578.1	2 to 1	RBB	NP_747383.1	2 to 1	RBB	YP_004704540	2 to 1	RBB	WP_003096556.1	2 to 1	RBB	WP_003096556.1	2 to 1	RBB	WP_003096556.1	2 to 1	RBB	WP_003242523.1	2 to 1	RBB	NP_273370.1	2 to 1	RBB	YP_208717.1	2 to 1	RBB	WP_003096556.1	0	N/A	
397671890	RVBD_0106	WP_003400804.1	hypothetical protein	0	N/A		1 to 1	Borderline-SSD	WP_014851599.1	1 to 1	RBB	NP_747462.1	1 to 1	RBB	WP_013974849.1	1 to 1	RBB	WP_012078088.1	1 to 1	RBB	WP_003099674.1	1 to 1	RBB	WP_003097084.1	1 to 1	RBB	WP_012020265.1	0	N/A		0	N/A		1 to 1	RBB	WP_003097084.1	1 to 1	RBB	WP_041629406.1
397671891	RVBD_0107c	WP_010886065.1	HAD ATPase, P-type, family IC	0	N/A		0	N/A		3 to 1	RBB	NP_744789.1	0	N/A		0	N/A		2 to 1	RBB	WP_003095335.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671892	RVBD_0108c	WP_003899816.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671893	RVBD_0109	WP_003909149.1	triacylglycerol lipase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671894	RVBD_0110	WP_003899818.1	hypothetical protein	1 to 1	SSD	WP_041696893.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_041628970.1
397671895	RVBD_0111	WP_003918015.1	transmembrane acyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012077853.1	0	N/A		1 to 1	RBB	WP_003141952.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003096333.1	1 to 3	RBB	WP_041629387.1;WP_041629474.1;WP_012732357.1
397671896	RVBD_0112	WP_003400829.1	GDP-mannose 4,6-dehydratase	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012078023.1	1 to 1	RBB	WP_003114107.1	1 to 1	RBB	WP_003096892.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003096892.1	0	N/A	
397671897	RVBD_0113	WP_003400839.1	phosphoheptose isomerase	0	N/A		1 to 1	RBB	WP_043942512.1	1 to 1	RBB	NP_743483.1	1 to 1	RBB	WP_012274070.1	1 to 1	SSD	WP_012077201.1	1 to 1	SSD	WP_003094149.1	1 to 1	SSD	WP_003094149.1	1 to 1	RBB	WP_011921021.1	1 to 1	RBB	NP_275078.1	1 to 1	RBB	YP_209006.1	1 to 1	SSD	WP_003094149.1	0	N/A	
397671898	RVBD_0114	WP_003400840.1	D,D-heptose 1,7-bisphosphate phosphatase	0	N/A		1 to 1	RBB	WP_014850930.1	1 to 1	RBB	NP_742229.1	1 to 1	RBB	WP_013970259.1	1 to 1	Borderline-SSD	WP_033997735.1	1 to 1	SSD	WP_003120688.1	1 to 1	SSD	WP_003142196.1	1 to 1	RBB	WP_003241956.1	1 to 1	RBB	NP_275024.1	1 to 1	RBB	YP_209083.1	1 to 1	SSD	WP_023092222.1	0	N/A	
397671899	RVBD_0115	WP_003899819.1	D-alpha-D-heptose-7-phosphate kinase hddA	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671900	RVBD_0115A	YP_006513434	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671901	RVBD_0116c	WP_003400856.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671902	RVBD_0117	WP_003400857.1	oxidative stress response regulatory protein oxyS	1 to 1	Borderline-SSD	WP_014846884.1	3 to 1	RBB	WP_014853165.1;WP_014854651.1;WP_014851063.1	1 to 1	RBB	NP_746710.1	1 to 1	RBB	WP_013973776.1	1 to 1	RBB	WP_003156381.1	1 to 1	RBB	WP_003100042.1	1 to 1	RBB	WP_003096212.1	1 to 1	SSD	WP_003242562.1	1 to 1	RBB	NP_273231.1	1 to 1	RBB	YP_208843.1	1 to 1	RBB	WP_003096212.1	0	N/A	
397671903	RVBD_0118c	WP_003900812.1	oxalyl-CoA decarboxylase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671904	RVBD_0119	WP_003899822.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671905	RVBD_0120c	WP_003916609.1	elongation factor G-like protein	1 to 1	RBB	WP_014847168.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671906	RVBD_0121c	WP_003400864.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671907	RVBD_0122	WP_003400865.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671908	RVBD_0123	WP_003400878.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671909	RVBD_0124	WP_010886067.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671910	RVBD_0125	WP_003400885.1	serine protease pepA	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671911	RVBD_0126	WP_003400893.1	trehalose synthase	0	N/A		1 to 1	RBB	WP_014852786.1	1 to 1	RBB	NP_746185.1	1 to 1	RBB	WP_013973335.1	1 to 1	RBB	WP_012075913.1	1 to 1	RBB	WP_014834027.1	1 to 1	RBB	WP_003139562.1	1 to 1	RBB	WP_012018642.1	0	N/A		0	N/A		1 to 1	RBB	WP_003088929.1	0	N/A	
397671912	RVBD_0127	WP_003916610.1	hypothetical protein	1 to 1	RBB	WP_041697514.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671913	RVBD_0128	WP_003899825.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671914	RVBD_0129c	WP_003400908.1	antigen 85-C	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		4 to 1	RBB	WP_041629042.1
397671915	RVBD_0130	WP_003400912.1	acyl dehydratase	0	N/A		1 to 1	RBB	WP_014854289.1	1 to 1	RBB	NP_746922.1	1 to 1	RBB	WP_013974366.1	1 to 1	SSD	WP_012074418.1	1 to 1	RBB	WP_003093220.1	1 to 1	RBB	WP_003093220.1	1 to 1	RBB	WP_003240173.1	0	N/A		0	N/A		1 to 1	RBB	WP_003093220.1	0	N/A	
397671916	RVBD_0131c	WP_023637326.1	acyl-CoA dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671917	RVBD_0132c	WP_003899826.1	G6PDH family F420-dependent oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		3 to 1	RBB	WP_012732049.1
397671918	RVBD_0133	WP_003400924.1	acetyltransferase	1 to 1	Borderline-SSD	WP_041697553.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671919	RVBD_0134	WP_003899827.1	epoxide hydrolase EphF	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671920	RVBD_0135c	WP_003400935.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671921	RVBD_0136	WP_003400938.1	cytochrome P450 138 cyp138	0	N/A		0	N/A		0	N/A		0	N/A		5 to 1	RBB	WP_012074676.1	5 to 1	RBB	WP_003117476.1	5 to 1	RBB	WP_003137978.1	0	N/A		0	N/A		0	N/A		5 to 1	RBB	WP_003092470.1	0	N/A	
397671922	RVBD_0137c	WP_003400942.1	peptide methionine sulfoxide reductase MsrA	1 to 1	Non-SSD	WP_041697100.1	1 to 1	SSD	WP_014854253.1	1 to 1	RBB	NP_742503.1	1 to 1	RBB	WP_003257532.1	1 to 1	RBB	WP_003464967.1	1 to 1	RBB	WP_003116145.1	1 to 1	SSD	WP_003141761.1	1 to 1	RBB	WP_011920788.1	1 to 1	SSD	NP_273110.1	1 to 1	SSD	YP_209078.1	1 to 1	SSD	WP_003095789.1	1 to 1	Non-SSD	WP_012730793.1
397671923	RVBD_0138	WP_003400945.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671924	RVBD_0139	WP_003400947.1	dihydroflavonol-4-reductase	0	N/A		0	N/A		1 to 1	RBB	NP_745130.1	1 to 1	RBB	WP_013971106.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671925	RVBD_0140	WP_003400949.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671926	RVBD_0141c	WP_003400951.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671927	RVBD_0142	WP_003917890.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671928	RVBD_0143c	WP_003911116.1	CIC family chloride channel protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671929	RVBD_0144	WP_003911117.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		4 to 1	RBB	WP_012019426.1	0	N/A		0	N/A		0	N/A		0	N/A	
397671930	RVBD_0145	WP_003899829.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671931	RVBD_0146	WP_003899831.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671932	RVBD_0147	WP_003913557.1	aldehyde dehydrogenase	0	N/A		1 to 1	RBB	WP_014851188.1	1 to 1	RBB	NP_747221.1	1 to 1	RBB	WP_013974640.1	1 to 1	RBB	WP_012073975.1	1 to 1	SSD	WP_014833864.1	1 to 1	SSD	WP_004365023.1	1 to 2	RBB	WP_011920685.1;WP_012019993.1	0	N/A		0	N/A		1 to 1	SSD	WP_003084487.1	0	N/A	
397671933	RVBD_0148	WP_003400979.1	oxidoreductase	0	N/A		1 to 1	RBB	WP_014853887.1	0	N/A		1 to 1	RBB	WP_024087730.1	1 to 1	RBB	WP_012074836.1	1 to 1	RBB	WP_003111019.1	1 to 1	RBB	WP_003111019.1	1 to 1	RBB	WP_012019372.1	0	N/A		0	N/A		1 to 1	RBB	WP_003091875.1	0	N/A	
397671934	RVBD_0149	WP_003400985.1	NADPH2:quinone reductase	0	N/A		1 to 2	RBB	WP_014854469.1	2 to 1	RBB	NP_747311.1	2 to 1	RBB	WP_013974730.1	2 to 1	RBB	WP_012077851.1	2 to 1	RBB	WP_003118041.1	2 to 1	RBB	WP_003096329.1	2 to 1	RBB	WP_011920594.1	0	N/A		0	N/A		2 to 1	RBB	WP_003096329.1	0	N/A	
397671935	RVBD_0150c	WP_003400989.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671936	RVBD_0151c	WP_023637327.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671937	RVBD_0152c	WP_003401003.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671938	RVBD_0153c	WP_003401010.1	protein-tyrosine phosphatase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671939	RVBD_0154c	WP_003899834.1	acyl-CoA dehydrogenase	0	N/A		2 to 1	SSD	WP_014851511.1;WP_014852748.1	1 to 1	RBB	NP_744585.1	1 to 1	RBB	WP_013973159.1	1 to 1	RBB	WP_003149338.1	1 to 1	RBB	WP_003089998.1	1 to 1	RBB	WP_003139060.1	1 to 1	RBB	WP_003240725.1	0	N/A		0	N/A		1 to 1	RBB	WP_003089998.1	0	N/A	
397671940	RVBD_0155	WP_003401026.1	NAD(P)(+) transhydrogenase (AB-specific), alpha subunit	1 to 1	Borderline-SSD	WP_014847386.1	1 to 1	RBB	WP_014851052.1	0	N/A		1 to 1	RBB	WP_013970347.1	1 to 1	RBB	WP_012073839.1	1 to 1	RBB	WP_003112662.1	1 to 1	RBB	WP_003083972.1	1 to 1	RBB	WP_003241059.1	1 to 1	RBB	NP_274017.1	1 to 1	RBB	YP_208522.1	1 to 1	RBB	WP_003083972.1	0	N/A	
