Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession
397671901	RVBD_0116c	WP_003400856.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671902	RVBD_0117	WP_003400857.1	oxidative stress response regulatory protein oxyS	1 to 3	RBB	YP_005236482;YP_005238507;YP_005240411	1 to 8	RBB	NP_414872.3;NP_415289.4;NP_415791.1;NP_416493.1;NP_416900.1;NP_417032.1;NP_418221.1;NP_418396.1	1 to 1	RBB	NP_253866.1	1 to 1	RBB	WP_003096212.1	1 to 3	RBB	NP_459743.2;NP_461359.1;NP_463004.1	1 to 2	RBB	YP_001084343;YP_001085493	1 to 8	RBB	YP_002385818;YP_002386201;YP_002386741;YP_002386927;YP_002387477;YP_002387975;YP_002389250;YP_002389438
397671903	RVBD_0118c	WP_003900812.1	oxalyl-CoA decarboxylase	0	N/A		1 to 1	RBB	NP_416874.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002387828
397671904	RVBD_0119	WP_003899822.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671905	RVBD_0120c	WP_003916609.1	elongation factor G-like protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671906	RVBD_0121c	WP_003400864.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671907	RVBD_0122	WP_003400865.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671908	RVBD_0123	WP_003400878.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671909	RVBD_0124	WP_010886067.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671910	RVBD_0125	WP_003400885.1	serine protease pepA	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671911	RVBD_0126	WP_003400893.1	trehalose synthase	0	N/A		0	N/A		1 to 1	RBB	NP_250842.1	1 to 1	RBB	WP_003139562.1	0	N/A		0	N/A		0	N/A	
397671912	RVBD_0127	WP_003916610.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671913	RVBD_0128	WP_003899825.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671914	RVBD_0129c	WP_003400908.1	antigen 85-C	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671915	RVBD_0130	WP_003400912.1	acyl dehydratase	0	N/A		0	N/A		1 to 1	RBB	NP_252704.1	1 to 1	RBB	WP_003093220.1	0	N/A		1 to 1	RBB	YP_001084847	0	N/A	
397671916	RVBD_0131c	WP_023637326.1	acyl-CoA dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671917	RVBD_0132c	WP_003899826.1	G6PDH family F420-dependent oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671918	RVBD_0133	WP_003400924.1	acetyltransferase	1 to 1	RBB	YP_005240464	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001085107	0	N/A	
397671919	RVBD_0134	WP_003899827.1	epoxide hydrolase EphF	3 to 1	RBB	YP_005236004	0	N/A		0	N/A		0	N/A		3 to 1	RBB	NP_459327.1	3 to 1	RBB	YP_001083111	0	N/A	
397671920	RVBD_0135c	WP_003400935.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671921	RVBD_0136	WP_003400938.1	cytochrome P450 138 cyp138	0	N/A		0	N/A		5 to 1	RBB	NP_252369.1	5 to 1	RBB	WP_003137978.1	0	N/A		0	N/A		0	N/A	
397671922	RVBD_0137c	WP_003400942.1	peptide methionine sulfoxide reductase MsrA	1 to 1	SSD	YP_005240725	1 to 1	RBB	NP_418640.1	1 to 1	SSD	NP_253705.1	1 to 1	SSD	WP_003141761.1	1 to 1	SSD	NP_463269.1	1 to 1	SSD	YP_001083512	1 to 1	RBB	YP_002389685
397671923	RVBD_0138	WP_003400945.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671924	RVBD_0139	WP_003400947.1	dihydroflavonol-4-reductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001085420	0	N/A	
397671925	RVBD_0140	WP_003400949.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671926	RVBD_0141c	WP_003400951.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671927	RVBD_0142	WP_003917890.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671928	RVBD_0143c	WP_003911116.1	CIC family chloride channel protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671929	RVBD_0144	WP_003911117.1	TetR family transcriptional regulator	0	N/A		1 to 1	RBB	NP_416135.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002387098
397671930	RVBD_0145	WP_003899829.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671931	RVBD_0146	WP_003899831.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671932	RVBD_0147	WP_003913557.1	aldehyde dehydrogenase	0	N/A		0	N/A		1 to 1	SSD	NP_249057.1	1 to 1	SSD	WP_004365023.1	0	N/A		1 to 2	RBB	YP_001083506;YP_001084127	0	N/A	
397671933	RVBD_0148	WP_003400979.1	oxidoreductase	0	N/A		0	N/A		1 to 1	RBB	NP_252117.1	1 to 1	RBB	WP_003111019.1	0	N/A		2 to 1	RBB	YP_001084848	0	N/A	
397671934	RVBD_0149	WP_003400985.1	NADPH2:quinone reductase	1 to 1	RBB	YP_005239563	1 to 1	RBB	NP_417719.1	2 to 1	RBB	NP_253921.1	2 to 1	RBB	WP_003096329.1	1 to 1	RBB	NP_462286.1	0	N/A		1 to 1	RBB	YP_002388731
397671935	RVBD_0150c	WP_003400989.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671936	RVBD_0151c	WP_023637327.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671937	RVBD_0152c	WP_003401003.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671938	RVBD_0153c	WP_003401010.1	protein-tyrosine phosphatase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671939	RVBD_0154c	WP_003899834.1	acyl-CoA dehydrogenase	0	N/A		0	N/A		1 to 1	RBB	NP_251240.1	1 to 1	RBB	WP_003139060.1	0	N/A		1 to 1	SSD	YP_001084902	0	N/A	
397671940	RVBD_0155	WP_003401026.1	NAD(P)(+) transhydrogenase (AB-specific), alpha subunit	1 to 1	RBB	YP_005237356	1 to 1	RBB	NP_416120.1	1 to 1	RBB	NP_248885.1	1 to 1	RBB	WP_003083972.1	1 to 1	Borderline-SSD	NP_460439.1	1 to 1	RBB	YP_001083621	1 to 1	RBB	YP_002387083
397671941	RVBD_0156	WP_003401030.1	NAD(P) transhydrogenase subunit alpha	0	N/A		0	N/A		1 to 1	RBB	NP_248886.2	1 to 1	RBB	WP_003083974.1	0	N/A		1 to 1	RBB	YP_001083622	0	N/A	
397671942	RVBD_0157	WP_023637328.1	NAD(P) transhydrogenase subunit beta	1 to 1	RBB	YP_005237357	1 to 1	RBB	NP_416119.1	1 to 1	RBB	NP_248887.1	1 to 1	RBB	WP_003083975.1	1 to 1	SSD	NP_460440.1	1 to 1	RBB	YP_001083623	1 to 1	RBB	YP_002387082
397671943	RVBD_0157A	WP_003401037.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671944	RVBD_0158	WP_003401044.1	TetR family transcriptional regulator	3 to 1	RBB	YP_005236863	4 to 1	RBB	NP_415533.1	1 to 1	RBB	NP_249932.1	1 to 1	RBB	WP_003086720.1	3 to 1	RBB	NP_460094.1	0	N/A		4 to 1	RBB	YP_002386515
397671945	RVBD_0159c	WP_003911094.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671946	RVBD_0160c	WP_003900817.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671947	RVBD_0161	WP_003401056.1	oxidoreductase	4 to 1	RBB	YP_005237233	0	N/A		1 to 1	RBB	NP_249008.1	1 to 1	RBB	WP_003084351.1	4 to 1	RBB	NP_460330.1	1 to 1	RBB	YP_001086150	0	N/A	
397671948	RVBD_0162c	WP_003901814.1	alcohol dehydrogenase	0	N/A		0	N/A		1 to 1	RBB	NP_252319.1	1 to 1	RBB	WP_003124150.1	0	N/A		0	N/A		0	N/A	
397671949	RVBD_0163	WP_003401060.1	acyl-CoA thioester hydrolase	0	N/A		0	N/A		1 to 1	RBB	NP_253872.1	1 to 1	RBB	WP_003141906.1	0	N/A		1 to 1	RBB	YP_001085083	0	N/A	
397671950	RVBD_0164	WP_003917895.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
561108324	RVBD_0165c	WP_003899836.1	GntR family transcriptional regulator	1 to 1	RBB	YP_005239541	1 to 1	RBB	NP_415967.2	1 to 2	RBB	NP_249488.1;NP_249960.1	1 to 3	RBB	WP_003140417.1;WP_003085635.1;WP_015503896.1	1 to 1	RBB	NP_462267.1	1 to 1	RBB	YP_001084354	1 to 1	RBB	YP_002386889
397671952	RVBD_0166	WP_003899837.1	fatty-acyl-CoA synthase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671953	RVBD_0167	WP_003401074.1	ABC transporter permease	4 to 1	RBB	YP_005239492	3 to 1	RBB	NP_417661.1	0	N/A		0	N/A		4 to 1	RBB	NP_462222.1	4 to 1	RBB	YP_001086101	3 to 1	RBB	YP_002388677
397671954	RVBD_0168	WP_003401077.1	ABC transporter permease	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671955	RVBD_0169	WP_003899838.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671956	RVBD_0170	WP_003899839.1	virulence factor Mce family protein	0	N/A		0	N/A		1 to 1	RBB	NP_251903.1	1 to 1	RBB	WP_003114822.1	0	N/A		0	N/A		0	N/A	
397671957	RVBD_0171	WP_003901818.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671958	RVBD_0172	WP_003401084.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671959	RVBD_0173	WP_023637330.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671960	RVBD_0174	WP_003911095.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671961	RVBD_0175	WP_003899842.1	MCE-associated membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671962	RVBD_0176	WP_003899843.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_252515.1	1 to 1	RBB	WP_003092862.1	0	N/A		0	N/A		0	N/A	
397671963	RVBD_0177	WP_003401099.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671964	RVBD_0178	WP_003899844.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671965	RVBD_0179c	WP_003899845.1	lipoprotein LprO	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671966	RVBD_0180c	WP_003899846.1	YhgE/Pip domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671967	RVBD_0181c	WP_003401107.1	hypothetical protein	1 to 1	SSD	YP_005239751	1 to 1	RBB	NP_417896.1	1 to 1	RBB	NP_249901.1	1 to 1	RBB	WP_003140486.1	1 to 1	SSD	NP_462445.1	1 to 1	RBB	YP_001084162	1 to 1	RBB	YP_002388902
397671968	RVBD_0182c	WP_031647048.1	RNA polymerase sigma-70 factor	0	N/A		0	N/A		1 to 1	RBB	NP_250467.1	1 to 1	RBB	WP_003098059.1	0	N/A		0	N/A		0	N/A	
397671969	RVBD_0183	WP_003401112.1	hypothetical protein	1 to 1	RBB	YP_005240223	1 to 1	RBB	NP_415928.1	1 to 1	SSD	NP_251991.1	1 to 1	SSD	WP_003138291.1	1 to 1	RBB	NP_462846.1	0	N/A		1 to 1	RBB	YP_002386848
397671970	RVBD_0184	WP_003401116.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671971	RVBD_0185	WP_003401120.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671972	RVBD_0186	WP_003401122.1	beta-glucosidase	1 to 1	RBB	YP_005238209	1 to 1	RBB	NP_416636.1	1 to 1	Borderline-SSD	NP_250417.1	1 to 1	Borderline-SSD	WP_003087736.1	1 to 1	RBB	NP_461111.1	0	N/A		1 to 1	RBB	YP_002387611
397671973	RVBD_0187	WP_003900823.1	methyltransferase	0	N/A		0	N/A		1 to 1	RBB	NP_249891.1	1 to 1	RBB	WP_003086626.1	0	N/A		1 to 1	RBB	YP_001084277	0	N/A	
397671974	RVBD_0188	WP_003401141.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671975	RVBD_0189c	WP_003900824.1	dihydroxy-acid dehydratase	1 to 1	SSD	YP_005240166	1 to 1	RBB	YP_026248.1	1 to 1	SSD	NP_249044.1	1 to 1	SSD	WP_003084436.1	1 to 1	RBB	NP_462795.1	1 to 1	Borderline-SSD	YP_001086446	1 to 1	RBB	YP_002389248
397671976	RVBD_0190	WP_003401147.1	hypothetical protein	1 to 1	RBB	YP_005237536	2 to 1	RBB	NP_414891.4	1 to 1	RBB	NP_249989.1	1 to 1	RBB	WP_003082658.1	1 to 1	RBB	NP_460587.1	1 to 1	RBB	YP_001085983	2 to 1	RBB	YP_002385836
397671977	RVBD_0191	WP_003401149.1	hypothetical protein	1 to 2	RBB	YP_005235925;YP_005237408	1 to 2	RBB	NP_416045.1;NP_416174.1	1 to 1	RBB	NP_252802.1	1 to 1	RBB	WP_003101284.1	1 to 2	RBB	NP_459255.1;NP_460482.1	1 to 3	RBB	YP_001083246;YP_001085153;YP_001086431	1 to 2	RBB	YP_002386974;YP_002387138
397671978	RVBD_0192	WP_003916225.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671980	RVBD_0193A	YP_006513515	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671979	RVBD_0193c	WP_003916226.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671981	RVBD_0194	WP_003911097.1	ATP-binding cassette, subfamily C	1 to 1	RBB	YP_005238861	1 to 1	RBB	NP_414982.1	0	N/A		0	N/A		1 to 1	RBB	NP_461701.1	0	N/A		1 to 1	RBB	YP_002385928
397671982	RVBD_0195	WP_003901824.1	two component system transcriptional regulator, luxR-family	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671983	RVBD_0196	WP_003401168.1	transcriptional regulator	0	N/A		0	N/A		1 to 1	RBB	NP_249166.1	1 to 1	RBB	WP_003084771.1	0	N/A		0	N/A		0	N/A	
397671984	RVBD_0197	WP_003913548.1	nitrate reductase catalytic subunit	0	N/A		0	N/A		1 to 1	RBB	NP_251404.1	1 to 1	RBB	WP_003138868.1	0	N/A		1 to 1	RBB	YP_001085029	0	N/A	
397671985	RVBD_0198c	WP_003401172.1	endopeptidase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001085803	0	N/A	
397671986	RVBD_0199	WP_003401181.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671987	RVBD_0200	WP_003401184.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671988	RVBD_0201c	WP_003401187.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671989	RVBD_0202c	WP_003401190.1	transmembrane transporter mmpL11	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671990	RVBD_0203	WP_003401194.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671991	RVBD_0204c	WP_003901825.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671992	RVBD_0205	WP_003899854.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671993	RVBD_0206c	WP_003899855.1	transmembrane transporter mmpL3	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001083205	0	N/A	
397671994	RVBD_0207c	WP_003401202.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671995	RVBD_0208c	WP_003401204.1	tRNA (guanine-N(7)-)-methyltransferase	1 to 1	RBB	YP_005239256	1 to 1	RBB	NP_417435.1	1 to 1	SSD	NP_249073.1	1 to 1	SSD	WP_015502217.1	1 to 1	RBB	NP_462025.1	1 to 1	RBB	YP_001084228	1 to 1	RBB	YP_002388432
397671996	RVBD_0209	WP_003907228.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671997	RVBD_0210	WP_003899858.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397671998	RVBD_0211	WP_003401212.1	phosphoenolpyruvate carboxykinase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001085686	0	N/A	
397671999	RVBD_0212c	WP_003401213.1	nicotinamide-nucleotide adenylyltransferase	1 to 1	RBB	YP_005240925	1 to 1	RBB	NP_418807.4	1 to 1	RBB	NP_250647.1	1 to 1	RBB	WP_003139778.1	1 to 1	RBB	NP_463436.3	0	N/A		1 to 1	RBB	YP_002389838
397672000	RVBD_0213c	WP_003899860.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672001	RVBD_0214	WP_003911098.1	long chain acyl-CoA synthetase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672002	RVBD_0215c	YP_006513537	acyl-CoA dehydrogenase fadE3	0	N/A		4 to 1	RBB	NP_416210.4	0	N/A		0	N/A		0	N/A		0	N/A		4 to 1	RBB	YP_002387175
397672003	RVBD_0216	WP_003401224.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672004	RVBD_0217c	WP_003900831.1	esterase/lipase	0	N/A		4 to 1	RBB	NP_415009.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672005	RVBD_0218	WP_003911099.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_253569.1	1 to 1	RBB	WP_003110934.1	0	N/A		0	N/A		0	N/A	
397672006	RVBD_0219	WP_003401230.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672007	RVBD_0220	WP_031647051.1	esterase/lipase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672008	RVBD_0221	WP_003900834.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672009	RVBD_0222	WP_003899864.1	enoyl-CoA hydratase	3 to 1	RBB	YP_005235716	0	N/A		0	N/A		0	N/A		3 to 1	RBB	NP_459075.1	2 to 1	RBB	YP_001083975	0	N/A	
397672010	RVBD_0223c	WP_003899865.1	aldehyde dehydrogenase	0	N/A		2 to 2	RBB	NP_414846.1;NP_417147.1	1 to 2	RBB	NP_252194.1;NP_252762.1	1 to 1	RBB	WP_003137624.1	0	N/A		1 to 2	RBB	YP_001083961;YP_001084881	1 to 1	RBB	YP_002385787
397672011	RVBD_0224c	WP_003401240.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672012	RVBD_0225	WP_003401246.1	glycosyl transferase family protein	0	N/A		2 to 1	RBB	NP_416548.1	2 to 1	RBB	NP_254134.1	2 to 1	RBB	WP_003142108.1	0	N/A		2 to 1	RBB	YP_001083156	2 to 1	RBB	YP_002387525
397672013	RVBD_0226c	WP_003401250.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672014	RVBD_0227c	WP_016719572.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672015	RVBD_0228	WP_003911132.1	membrane acyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672017	RVBD_0229Ac	WP_003911072.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672016	RVBD_0229c	WP_003911071.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672018	RVBD_0230c	WP_003900835.1	phosphotriesterase	1 to 1	RBB	YP_005239759	1 to 1	RBB	NP_417838.1	0	N/A		0	N/A		1 to 1	RBB	NP_462451.1	0	N/A		1 to 1	RBB	YP_002388837
397672019	RVBD_0231	WP_003401265.1	acyl-CoA dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672020	RVBD_0232	WP_003401268.1	TetR/AcrR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672021	RVBD_0233	WP_003911100.1	R2-like ligand binding oxidase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672022	RVBD_0234c	WP_003912534.1	succinate-semialdehyde dehydrogenase [NADP+] 1	1 to 2	RBB	YP_005237410;YP_005240857	1 to 1	RBB	NP_416042.2	0	N/A		0	N/A		1 to 2	RBB	NP_460484.1;NP_463378.1	0	N/A		1 to 1	RBB	YP_002386972
397672023	RVBD_0235c	WP_003401279.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672025	RVBD_0236A	WP_003401289.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672024	RVBD_0236c	WP_031648576.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672026	RVBD_0237	WP_003401295.1	beta-glucosidase	1 to 1	RBB	YP_005236966	1 to 1	RBB	NP_415625.1	1 to 1	SSD	NP_251695.1	1 to 1	SSD	WP_003118092.1	1 to 1	RBB	NP_460179.1	1 to 1	RBB	YP_001083547	1 to 1	RBB	YP_002386597
397672027	RVBD_0238	WP_003401297.1	TetR family transcriptional regulator	0	N/A		0	N/A		1 to 1	RBB	NP_252368.1	1 to 1	RBB	WP_003098648.1	0	N/A		1 to 6	RBB	YP_001083781;YP_001084113;YP_001084286;YP_001084380;YP_001085417;YP_001085666	0	N/A	
397672028	RVBD_0239	WP_003401300.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672029	RVBD_0240	WP_003900837.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672030	RVBD_0241c	WP_003401305.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_253476.1	1 to 1	RBB	WP_004365398.1	0	N/A		1 to 1	RBB	YP_001085089	0	N/A	
397672031	RVBD_0242c	WP_003899869.1	3-oxoacyl-ACP reductase	0	N/A		0	N/A		1 to 1	RBB	NP_253474.1	1 to 1	RBB	WP_004365396.1	0	N/A		1 to 1	RBB	YP_001085090	0	N/A	
397672032	RVBD_0243	WP_003401309.1	acetyl-CoA C-acetyltransferase	1 to 1	RBB	YP_005238473	1 to 1	RBB	NP_416844.1	1 to 1	RBB	NP_253473.1	1 to 1	RBB	WP_004365395.1	1 to 1	RBB	NP_461331.1	1 to 1	RBB	YP_001085091	1 to 1	RBB	YP_002387810
397672033	RVBD_0244c	WP_003401312.1	acyl-CoA dehydrogenase fadE5	0	N/A		0	N/A		1 to 2	RBB	NP_249198.1;NP_249199.1	2 to 5	RBB	WP_003084842.1;WP_003118167.1;WP_003109278.1;WP_003095792.1;WP_003141910.1	0	N/A		2 to 3	RBB	YP_001085894;YP_001085895;YP_001086110	0	N/A	
397672034	RVBD_0245	WP_003401313.1	oxidoreductase	2 to 1	RBB	YP_005236834	3 to 1	RBB	NP_415527.4	2 to 1	RBB	NP_252781.1	2 to 1	RBB	WP_003093392.1	2 to 1	RBB	NP_460071.1	3 to 2	RBB	YP_001084773;YP_001084885	0	N/A	
